obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""108.5513""","=""0.0005""","=""108.5509""","=""300""","=""""",,"=""0.0000000""","=""11.42176""","=""4s2.4p""","=""2P*""","=""1/2""","=""4s.4p2""","=""2P""","=""3/2""",2,4,,"=""""","=""L3335""",
"=""109.8710""","=""0.0005""","=""109.8706""","=""200""","=""""",,"=""0.0000000""","=""11.28457""","=""4s2.4p""","=""2P*""","=""1/2""","=""4s.4p2""","=""2P""","=""1/2""",2,2,,"=""""","=""L3335""",
"=""110.6737""","=""0.0005""","=""110.6741""","=""500""","=""""",,"=""0.2191243""","=""11.42176""","=""4s2.4p""","=""2P*""","=""3/2""","=""4s.4p2""","=""2P""","=""3/2""",4,4,,"=""""","=""L3335""",
"=""112.0458""","=""0.0005""","=""112.0463""","=""500""","=""""",,"=""0.2191243""","=""11.28457""","=""4s2.4p""","=""2P*""","=""3/2""","=""4s.4p2""","=""2P""","=""1/2""",4,2,,"=""""","=""L3335""",
"=""114.6972""","=""0.0005""","=""114.6974""","=""3""","=""""",,"=""6.3945948""","=""17.20427""","=""4s.4p2""","=""4P""","=""1/2""","=""4s.4p.(3P*).4d""","=""4P*""","=""1/2""",2,2,,"=""""","=""L3335""",
"=""114.9547""","=""0.0005""","=""114.9543""","=""5""","=""""",,"=""6.3945948""","=""17.18012""","=""4s.4p2""","=""4P""","=""1/2""","=""4s.4p.(3P*).4d""","=""4P*""","=""3/2""",2,4,,"=""""","=""L3335""",
"=""115.6462""","=""0.0005""","=""115.6459""","=""20""","=""""",,"=""6.4832505""","=""17.20427""","=""4s.4p2""","=""4P""","=""3/2""","=""4s.4p.(3P*).4d""","=""4P*""","=""1/2""",4,2,,"=""""","=""L3335""",
"=""115.9066""","=""0.0005""","=""115.9070""","=""15""","=""""",,"=""6.4832505""","=""17.18012""","=""4s.4p2""","=""4P""","=""3/2""","=""4s.4p.(3P*).4d""","=""4P*""","=""3/2""",4,4,,"=""""","=""L3335""",
"=""116.4273""","=""0.0005""","=""116.42724""","=""200""","=""""",,"=""0.0000000""","=""10.649071""","=""4s2.4p""","=""2P*""","=""1/2""","=""4s.4p2""","=""2S""","=""1/2""",2,2,,"=""""","=""L3335""",
"=""117.3707""","=""0.0005""","=""117.3705""","=""10""","=""""",,"=""6.6166322""","=""17.18012""","=""4s.4p2""","=""4P""","=""5/2""","=""4s.4p.(3P*).4d""","=""4P*""","=""3/2""",6,4,,"=""""","=""L3335""",
"=""117.8957""","=""0.0005""","=""117.8957""","=""10""","=""""",,"=""6.6166322""","=""17.13307""","=""4s.4p2""","=""4P""","=""5/2""","=""4s.4p.(3P*).4d""","=""4P*""","=""5/2""",6,6,,"=""""","=""L3335""",
"=""118.1194""","=""0.0005""","=""118.1198""","=""500""","=""""",,"=""6.3945948""","=""16.89107""","=""4s.4p2""","=""4P""","=""1/2""","=""4s.4p.(3P*).4d""","=""4D*""","=""3/2""",2,4,,"=""""","=""L3335""",
"=""118.1650""","=""0.0005""","=""118.1649""","=""500""","=""""",,"=""6.3945948""","=""16.88707""","=""4s.4p2""","=""4P""","=""1/2""","=""4s.4p.(3P*).4d""","=""4D*""","=""1/2""",2,2,,"=""""","=""L3335""",
"=""118.8732""","=""0.0005""","=""118.87328""","=""200""","=""""",,"=""0.2191243""","=""10.649071""","=""4s2.4p""","=""2P*""","=""3/2""","=""4s.4p2""","=""2S""","=""1/2""",4,2,,"=""""","=""L3335""",
"=""118.9623""","=""0.0005""","=""118.9624""","=""100""","=""""",,"=""6.4832505""","=""16.90538""","=""4s.4p2""","=""4P""","=""3/2""","=""4s.4p.(3P*).4d""","=""4D*""","=""5/2""",4,6,,"=""""","=""L3335""",
"=""119.1264""","=""0.0005""","=""119.1260""","=""300""","=""""",,"=""6.4832505""","=""16.89107""","=""4s.4p2""","=""4P""","=""3/2""","=""4s.4p.(3P*).4d""","=""4D*""","=""3/2""",4,4,,"=""""","=""L3335""",
"=""119.1719""","=""0.0005""","=""119.1718""","=""50""","=""""",,"=""6.4832505""","=""16.88707""","=""4s.4p2""","=""4P""","=""3/2""","=""4s.4p.(3P*).4d""","=""4D*""","=""1/2""",4,2,,"=""""","=""L3335""",
"=""119.4787""","=""0.0005""","=""119.4772""","=""20h""","=""""",,"=""6.6166322""","=""16.99386""","=""4s.4p2""","=""4P""","=""5/2""","=""4s.4p.(3P*).4d""","=""4D*""","=""7/2""",6,8,,"=""""","=""L3335""",
"=""120.5049""","=""0.0005""","=""120.5046""","=""5""","=""""",,"=""6.6166322""","=""16.90538""","=""4s.4p2""","=""4P""","=""5/2""","=""4s.4p.(3P*).4d""","=""4D*""","=""5/2""",6,6,,"=""""","=""L3335""",
"=""120.6725""","=""0.0005""","=""120.6724""","=""5""","=""""",,"=""6.6166322""","=""16.89107""","=""4s.4p2""","=""4P""","=""5/2""","=""4s.4p.(3P*).4d""","=""4D*""","=""3/2""",6,4,,"=""""","=""L3335""",
"=""123.70580""","=""0.00010""","=""123.705912""","=""500""","=""1.9e+09""",D,"=""0.0000000""","=""10.0224958""","=""4s2.4p""","=""2P*""","=""1/2""","=""4s2.4d""","=""2D""","=""3/2""",2,4,,"=""T4515""","=""L3335""",
"=""126.19041""","=""0.00010""","=""126.190543""","=""500""","=""2.2e+09""",D,"=""0.2191243""","=""10.0442820""","=""4s2.4p""","=""2P*""","=""3/2""","=""4s2.4d""","=""2D""","=""5/2""",4,6,,"=""T4515""","=""L3335""",
"=""126.47087""","=""0.00006""","=""126.470979""","=""100""","=""3.5e+08""",D,"=""0.2191243""","=""10.0224958""","=""4s2.4p""","=""2P*""","=""3/2""","=""4s2.4d""","=""2D""","=""3/2""",4,4,,"=""T4515""","=""L22""",
"=""126.8444""","=""0.0005""","=""126.8441""","=""10""","=""""",,"=""6.3945948""","=""16.16913""","=""4s.4p2""","=""4P""","=""1/2""","=""4s.4p.(3P*).4d""","=""4F*""","=""3/2""",2,4,,"=""""","=""L3335""",
"=""128.0050""","=""0.0005""","=""128.0051""","=""10""","=""""",,"=""6.4832505""","=""16.16913""","=""4s.4p2""","=""4P""","=""3/2""","=""4s.4p.(3P*).4d""","=""4F*""","=""3/2""",4,4,,"=""""","=""L3335""",
"=""138.0425""","=""0.0005""","=""138.0425""","=""100""","=""""",,"=""6.4832505""","=""15.46485""","=""4s.4p2""","=""4P""","=""3/2""","=""4s.4p.(3P*).5s""","=""4P*""","=""5/2""",4,6,,"=""""","=""L3335""",
"=""139.2265""","=""0.0005""","=""139.2267""","=""50""","=""""",,"=""6.3945948""","=""15.29980""","=""4s.4p2""","=""4P""","=""1/2""","=""4s.4p.(3P*).5s""","=""4P*""","=""3/2""",2,4,,"=""""","=""L3335""",
"=""140.1235""","=""0.0005""","=""140.1234""","=""200""","=""""",,"=""6.6166322""","=""15.46485""","=""4s.4p2""","=""4P""","=""5/2""","=""4s.4p.(3P*).5s""","=""4P*""","=""5/2""",6,6,,"=""""","=""L3335""",
"=""140.6105""","=""0.0005""","=""140.6106""","=""10""","=""""",,"=""6.3945948""","=""15.21215""","=""4s.4p2""","=""4P""","=""1/2""","=""4s.4p.(3P*).5s""","=""4P*""","=""1/2""",2,2,,"=""""","=""L3335""",
"=""140.6269""","=""0.0005""","=""140.6267""","=""15""","=""""",,"=""6.4832505""","=""15.29980""","=""4s.4p2""","=""4P""","=""3/2""","=""4s.4p.(3P*).5s""","=""4P*""","=""3/2""",4,4,,"=""""","=""L3335""",
"=""142.0385""","=""0.0005""","=""142.0387""","=""30""","=""""",,"=""6.4832505""","=""15.21215""","=""4s.4p2""","=""4P""","=""3/2""","=""4s.4p.(3P*).5s""","=""4P*""","=""1/2""",4,2,,"=""""","=""L3335""",
"=""142.7877""","=""0.0005""","=""142.7868""","=""25""","=""""",,"=""6.6166322""","=""15.29980""","=""4s.4p2""","=""4P""","=""5/2""","=""4s.4p.(3P*).5s""","=""4P*""","=""3/2""",6,4,,"=""""","=""L3335""",
"=""153.80907""","=""0.00006""","=""153.809069""","=""200""","=""""",,"=""0.0000000""","=""8.0609160""","=""4s2.4p""","=""2P*""","=""1/2""","=""4s.4p2""","=""2D""","=""3/2""",2,4,,"=""""","=""L22""",
"=""157.68540""","=""0.00010""","=""157.685477""","=""500""","=""""",,"=""0.2191243""","=""8.0818775""","=""4s2.4p""","=""2P*""","=""3/2""","=""4s.4p2""","=""2D""","=""5/2""",4,6,,"=""""","=""L22""",
"=""158.10698""","=""0.00006""","=""158.106979""","=""75""","=""""",,"=""0.2191243""","=""8.0609160""","=""4s2.4p""","=""2P*""","=""3/2""","=""4s.4p2""","=""2D""","=""3/2""",4,4,,"=""""","=""L22""",
"=""160.24864""","=""0.00006""","=""160.248634""","=""100""","=""3.4e+08""",D,"=""0.0000000""","=""7.7369894""","=""4s2.4p""","=""2P*""","=""1/2""","=""4s2.5s""","=""2S""","=""1/2""",2,2,,"=""T4515""","=""L22""",
"=""164.91943""","=""0.00010""","=""164.919425""","=""200""","=""6.5e+08""",D,"=""0.2191243""","=""7.7369894""","=""4s2.4p""","=""2P*""","=""3/2""","=""4s2.5s""","=""2S""","=""1/2""",4,2,,"=""T4515""","=""L187""",
"=""167.9335""","=""0.0005""","=""167.9327""","=""2""","=""""",,"=""8.0818775""","=""15.46485""","=""4s.4p2""","=""2D""","=""5/2""","=""4s.4p.(3P*).5s""","=""4P*""","=""5/2""",6,6,,"=""""","=""L3335""",
"=""172.9385""","=""0.0005""","=""172.93860""","=""2""","=""""",,"=""8.0818775""","=""15.251139""","=""4s.4p2""","=""2D""","=""5/2""","=""4s2.9f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L3335""",
"=""176.9377""","=""0.0005""","=""176.93826""","=""5""","=""""",,"=""8.0609160""","=""15.068117""","=""4s.4p2""","=""2D""","=""3/2""","=""4s2.8f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L3335""",
"=""177.4703""","=""0.0005""","=""177.47009""","=""10""","=""""",,"=""8.0818775""","=""15.068080""","=""4s.4p2""","=""2D""","=""5/2""","=""4s2.8f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L3335""",
"=""183.9634""","=""0.0005""","=""183.96330""","=""20""","=""""",,"=""8.0609160""","=""14.800532""","=""4s.4p2""","=""2D""","=""3/2""","=""4s2.7f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L3335""",
"=""184.5388""","=""0.0005""","=""184.53868""","=""30""","=""""",,"=""8.0818775""","=""14.800480""","=""4s.4p2""","=""2D""","=""5/2""","=""4s2.7f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L3335""",
"=""193.80077""","=""0.00010""","=""193.800774""","=""500""","=""""",,"=""0.2191243""","=""6.6166322""","=""4s2.4p""","=""2P*""","=""3/2""","=""4s.4p2""","=""4P""","=""5/2""",4,6,,"=""""","=""L187""",
"=""193.88906""","=""0.00010""","=""193.889063""","=""500""","=""""",,"=""0.0000000""","=""6.3945948""","=""4s2.4p""","=""2P*""","=""1/2""","=""4s.4p2""","=""4P""","=""1/2""",2,2,,"=""""","=""L187""",
"=""195.9781""","=""0.0005""","=""195.97799""","=""20""","=""""",,"=""8.0609160""","=""14.387351""","=""4s.4p2""","=""2D""","=""3/2""","=""4s2.6f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L3335""",
"=""196.63173""","=""0.00010""","=""196.631726""","=""20""","=""""",,"=""8.0818775""","=""14.3872790""","=""4s.4p2""","=""2D""","=""5/2""","=""4s2.6f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L3335""",
"=""197.92736""","=""0.00010""","=""197.927364""","=""200""","=""""",,"=""0.2191243""","=""6.4832505""","=""4s2.4p""","=""2P*""","=""3/2""","=""4s.4p2""","=""4P""","=""3/2""",4,4,,"=""""","=""L187""",
"=""200.76883""","=""0.00010""","=""200.76883""","=""50""","=""""",,"=""0.2191243""","=""6.3945948""","=""4s2.4p""","=""2P*""","=""3/2""","=""4s.4p2""","=""4P""","=""1/2""",4,2,,"=""""","=""L187""",
"=""217.0331""","=""0.0005""","=""217.0333""","=""1""","=""""",,"=""8.0609160""","=""13.773597""","=""4s.4p2""","=""2D""","=""3/2""","=""4s2.7p""","=""2P*""","=""3/2""",4,4,,"=""""","=""L3335""",
"=""217.3885""","=""0.0005""","=""217.3883""","=""10""","=""""",,"=""8.0609160""","=""13.764267""","=""4s.4p2""","=""2D""","=""3/2""","=""4s2.7p""","=""2P*""","=""1/2""",4,2,,"=""""","=""L3335""",
"=""217.8337""","=""0.0005""","=""217.8326""","=""15""","=""""",,"=""8.0818775""","=""13.773597""","=""4s.4p2""","=""2D""","=""5/2""","=""4s2.7p""","=""2P*""","=""3/2""",6,4,,"=""""","=""L3335""",
"=""219.8307""","=""0.0005""","=""219.8307""","=""100""","=""""",,"=""8.0609160""","=""13.700901""","=""4s.4p2""","=""2D""","=""3/2""","=""4s2.5f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L3335""",
"=""220.6539""","=""0.0005""","=""220.6539""","=""100""","=""""",,"=""8.0818775""","=""13.700822""","=""4s.4p2""","=""2D""","=""5/2""","=""4s2.5f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L3335""",
"=""237.5861""","=""0.0005""","=""237.5861""","=""2""","=""""",,"=""10.0442820""","=""15.262777""","=""4s2.4d""","=""2D""","=""5/2""","=""4s2.11p""","=""2P*""","=""3/2""",6,4,,"=""""","=""L3335""",
"=""238.2645""","=""0.0005""","=""238.2643""","=""3""","=""""",,"=""9.7956013""","=""14.999243""","=""4s2.5p""","=""2P*""","=""1/2""","=""4s2.10s""","=""2S""","=""1/2""",2,2,,"=""""","=""L3335""",
"=""240.3235""","=""0.0005""","=""240.3236""","=""5""","=""""",,"=""9.8401911""","=""14.999243""","=""4s2.5p""","=""2P*""","=""3/2""","=""4s2.10s""","=""2S""","=""1/2""",4,2,,"=""""","=""L3335""",
"=""244.9420""","=""0.0005""","=""244.9420""","=""3""","=""""",,"=""10.0224958""","=""15.084273""","=""4s2.4d""","=""2D""","=""3/2""","=""4s2.10p""","=""2P*""","=""1/2""",4,2,,"=""""","=""L3335""",
"=""245.8625""","=""0.0005""","=""245.8625""","=""5""","=""""",,"=""10.0442820""","=""15.087109""","=""4s2.4d""","=""2D""","=""5/2""","=""4s2.10p""","=""2P*""","=""3/2""",6,4,,"=""""","=""L3335""",
"=""247.9408""","=""0.0005""","=""247.9405""","=""100""","=""""",,"=""9.7956013""","=""14.796164""","=""4s2.5p""","=""2P*""","=""1/2""","=""4s2.8d""","=""2D""","=""3/2""",2,4,,"=""""","=""L3335""",
"=""250.1290""","=""0.0005""","=""250.1297""","=""500""","=""""",,"=""9.8401911""","=""14.796987""","=""4s2.5p""","=""2P*""","=""3/2""","=""4s2.8d""","=""2D""","=""5/2""",4,6,,"=""""","=""L3335""",
"=""250.1709""","=""0.0005""","=""250.1713""","=""5""","=""""",,"=""9.8401911""","=""14.796164""","=""4s2.5p""","=""2P*""","=""3/2""","=""4s2.8d""","=""2D""","=""3/2""",4,4,,"=""""","=""L3335""",
"=""253.0598""","=""0.0005""","=""253.0596""","=""20""","=""""",,"=""9.7956013""","=""14.695009""","=""4s2.5p""","=""2P*""","=""1/2""","=""4s2.9s""","=""2S""","=""1/2""",2,2,,"=""""","=""L3335""",
"=""255.3837""","=""0.0005""","=""255.3838""","=""20""","=""""",,"=""9.8401911""","=""14.695009""","=""4s2.5p""","=""2P*""","=""3/2""","=""4s2.9s""","=""2S""","=""1/2""",4,2,,"=""""","=""L3335""",
"=""257.4556""","=""0.0005""","=""257.45588""","=""5""","=""""",,"=""7.7369894""","=""12.5527349""","=""4s2.5s""","=""2S""","=""1/2""","=""4s2.6p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3335""",
"=""258.1263""","=""0.0005""","=""258.1263""","=""5""","=""""",,"=""10.0224958""","=""14.825733""","=""4s2.4d""","=""2D""","=""3/2""","=""4s2.9p""","=""2P*""","=""1/2""",4,2,,"=""""","=""L3335""",
"=""259.0996""","=""0.0005""","=""259.0998""","=""10""","=""""",,"=""10.0442820""","=""14.829473""","=""4s2.4d""","=""2D""","=""5/2""","=""4s2.9p""","=""2P*""","=""3/2""",6,4,,"=""""","=""L3335""",
"=""259.4878""","=""0.0005""","=""259.4878""","=""10h""","=""""",,"=""10.0224958""","=""14.800532""","=""4s2.4d""","=""2D""","=""3/2""","=""4s2.7f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L3335""",
"=""260.6789""","=""0.0005""","=""260.6792""","=""15""","=""""",,"=""10.0442820""","=""14.800480""","=""4s2.4d""","=""2D""","=""5/2""","=""4s2.7f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L3335""",
"=""270.48262""","=""0.00006""","=""270.4827""","=""200""","=""""",,"=""9.7956013""","=""14.379415""","=""4s2.5p""","=""2P*""","=""1/2""","=""4s2.7d""","=""2D""","=""3/2""",2,4,,"=""""","=""L22""",
"=""273.05784""","=""0.00006""","=""273.0579""","=""400""","=""""",,"=""9.8401911""","=""14.380775""","=""4s2.5p""","=""2P*""","=""3/2""","=""4s2.7d""","=""2D""","=""5/2""",4,6,,"=""""","=""L22""",
"=""273.1399""","=""0.0005""","=""273.1397""","=""20""","=""""",,"=""9.8401911""","=""14.379415""","=""4s2.5p""","=""2P*""","=""3/2""","=""4s2.7d""","=""2D""","=""3/2""",4,4,,"=""""","=""L3335""",
"=""276.0224""","=""0.0005""","=""276.02225""","=""10""","=""""",,"=""8.0609160""","=""12.5527349""","=""4s.4p2""","=""2D""","=""3/2""","=""4s2.6p""","=""2P*""","=""3/2""",4,4,,"=""""","=""L3335""",
"=""277.14037""","=""0.00006""","=""277.14055""","=""50""","=""""",,"=""8.0609160""","=""12.5346098""","=""4s.4p2""","=""2D""","=""3/2""","=""4s2.6p""","=""2P*""","=""1/2""",4,2,,"=""""","=""L22""",
"=""277.31626""","=""0.00006""","=""277.31638""","=""75""","=""""",,"=""8.0818775""","=""12.5527349""","=""4s.4p2""","=""2D""","=""5/2""","=""4s2.6p""","=""2P*""","=""3/2""",6,4,,"=""""","=""L22""",
"=""280.6493""","=""0.0005""","=""280.6496""","=""20""","=""""",,"=""9.7956013""","=""14.213359""","=""4s2.5p""","=""2P*""","=""1/2""","=""4s2.8s""","=""2S""","=""1/2""",2,2,,"=""""","=""L3335""",
"=""281.1396""","=""0.0005""","=""281.1379""","=""2""","=""""",,"=""10.0224958""","=""14.432580""","=""4s2.4d""","=""2D""","=""3/2""","=""4s2.8p""","=""2P*""","=""3/2""",4,4,,"=""""","=""L3335""",
"=""281.4929""","=""0.0005""","=""281.4927""","=""10""","=""""",,"=""10.0224958""","=""14.427022""","=""4s2.4d""","=""2D""","=""3/2""","=""4s2.8p""","=""2P*""","=""1/2""",4,2,,"=""""","=""L3335""",
"=""282.5339""","=""0.0005""","=""282.5337""","=""20""","=""""",,"=""10.0442820""","=""14.432580""","=""4s2.4d""","=""2D""","=""5/2""","=""4s2.8p""","=""2P*""","=""3/2""",6,4,,"=""""","=""L3335""",
"=""283.26763""","=""0.00010""","=""283.26763""","=""1000""","=""""",,"=""8.0609160""","=""12.4378438""","=""4s.4p2""","=""2D""","=""3/2""","=""4s2.4f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L3335""",
"=""283.5113""","=""0.0005""","=""283.5112""","=""50""","=""""",,"=""9.8401911""","=""14.213359""","=""4s2.5p""","=""2P*""","=""3/2""","=""4s2.8s""","=""2S""","=""1/2""",4,2,,"=""""","=""L3335""",
"=""284.0514""","=""0.0005""","=""284.0511""","=""75""","=""""",,"=""10.0224958""","=""14.387351""","=""4s2.4d""","=""2D""","=""3/2""","=""4s2.6f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L3335""",
"=""284.6311""","=""0.0005""","=""284.63075""","=""5""","=""""",,"=""8.0818775""","=""12.4378438""","=""4s.4p2""","=""2D""","=""5/2""","=""4s2.4f""","=""2F*""","=""5/2""",6,6,,"=""""","=""L3335""",
"=""284.63637""","=""0.00010""","=""284.63637""","=""1000""","=""""",,"=""8.0818775""","=""12.4377579""","=""4s.4p2""","=""2D""","=""5/2""","=""4s2.4f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L3335""",
"=""285.4808""","=""0.0005""","=""285.48074""","=""75""","=""""",,"=""10.0442820""","=""14.3872790""","=""4s2.4d""","=""2D""","=""5/2""","=""4s2.6f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L3335""",
"=""318.76362""","=""0.00006""","=""318.7635""","=""50""","=""""",,"=""9.7956013""","=""13.685137""","=""4s2.5p""","=""2P*""","=""1/2""","=""4s2.6d""","=""2D""","=""3/2""",2,4,,"=""""","=""L22""",
"=""322.25696""","=""0.00006""","=""322.2570""","=""100""","=""""",,"=""9.8401911""","=""13.687562""","=""4s2.5p""","=""2P*""","=""3/2""","=""4s2.6d""","=""2D""","=""5/2""",4,6,,"=""""","=""L22""",
"=""322.46014""","=""0.00006""","=""322.4602""","=""5""","=""""",,"=""9.8401911""","=""13.685137""","=""4s2.5p""","=""2P*""","=""3/2""","=""4s2.6d""","=""2D""","=""3/2""",4,4,,"=""""","=""L22""",
"=""327.6960""","=""0.0005""","=""327.6963""","=""2""","=""""",,"=""10.649071""","=""14.432580""","=""4s.4p2""","=""2S""","=""1/2""","=""4s2.8p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3335""",
"=""328.1782""","=""0.0005""","=""328.1784""","=""2""","=""""",,"=""10.649071""","=""14.427022""","=""4s.4p2""","=""2S""","=""1/2""","=""4s2.8p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3335""",
"=""330.5292""","=""0.0005""","=""330.5275""","=""10""","=""""",,"=""10.0224958""","=""13.773597""","=""4s2.4d""","=""2D""","=""3/2""","=""4s2.7p""","=""2P*""","=""3/2""",4,4,,"=""""","=""L3335""",
"=""331.3516""","=""0.0005""","=""331.3516""","=""50""","=""""",,"=""10.0224958""","=""13.764267""","=""4s2.4d""","=""2D""","=""3/2""","=""4s2.7p""","=""2P*""","=""1/2""",4,2,,"=""""","=""L3335""",
"=""332.4600""","=""0.0005""","=""332.4584""","=""75""","=""""",,"=""10.0442820""","=""13.773597""","=""4s2.4d""","=""2D""","=""5/2""","=""4s2.7p""","=""2P*""","=""3/2""",6,4,,"=""""","=""L3335""",
"=""337.0588""","=""0.0005""","=""337.0596""","=""20""","=""""",,"=""10.0224958""","=""13.700901""","=""4s2.4d""","=""2D""","=""3/2""","=""4s2.5f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L3335""",
"=""339.0755""","=""0.0005""","=""339.0752""","=""40""","=""""",,"=""10.0442820""","=""13.700822""","=""4s2.4d""","=""2D""","=""5/2""","=""4s2.5f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L3335""",
"=""345.6706""","=""0.0005""","=""345.6702""","=""100""","=""""",,"=""9.7956013""","=""13.382378""","=""4s2.5p""","=""2P*""","=""1/2""","=""4s2.7s""","=""2S""","=""1/2""",2,2,,"=""""","=""L3335""",
"=""350.0212""","=""0.0005""","=""350.0216""","=""300""","=""""",,"=""9.8401911""","=""13.382378""","=""4s2.5p""","=""2P*""","=""3/2""","=""4s2.7s""","=""2S""","=""1/2""",4,2,,"=""""","=""L3335""",
"=""384.6197""","=""0.0005""","=""384.61899""","=""30""","=""""",,"=""6.6166322""","=""9.8401911""","=""4s.4p2""","=""4P""","=""5/2""","=""4s2.5p""","=""2P*""","=""3/2""",6,4,,"=""""","=""L3335""",
