obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""42.6072""","=""0.0008""","=""42.607+""","=""58""","=""""",,"=""29.2727""","=""58.3724""","=""5p2""","=""1D""","=""2""","=""5p.6s""","=""3P*""","=""1""",5,3,,"=""""","=""L11882""",
"=""42.7183""","=""0.0008""","=""42.718+""","=""28?""","=""""",,"=""29.0972""","=""58.1209?""","=""5p2""","=""3P""","=""1""","=""5p.6s""","=""3P*""","=""0""",3,1,,"=""""","=""L11882""",
"=""45.085""","=""0.002""","=""45.086+""","=""1""","=""""",,"=""38.1303""","=""65.630""","=""5s.5d""","=""1D""","=""2""","=""5s.7p""","=""3P*""","=""2""",5,5,,"=""""","=""L11900""",
"=""45.7851""","=""0.0008""","=""45.785+""","=""56""","=""""",,"=""17.7619""","=""44.8415""","=""5s.5p""","=""1P*""","=""1""","=""5s.6s""","=""1S""","=""0""",3,1,,"=""""","=""L11882""",
"=""48.2877""","=""0.0008""","=""48.288+""","=""27""","=""""",,"=""12.4543""","=""38.1303""","=""5s.5p""","=""3P*""","=""1""","=""5s.5d""","=""1D""","=""2""",3,5,,"=""""","=""L11882""",
"=""49.4243""","=""0.0008""","=""49.425+""","=""34""","=""""",,"=""29.2727""","=""54.3581""","=""5p2""","=""1D""","=""2""","=""5p.5d""","=""1F*""","=""3""",5,7,,"=""""","=""L11882""",
"=""52.1832""","=""0.0008""","=""52.184+""","=""75""","=""""",,"=""11.9200""","=""35.6792""","=""5s.5p""","=""3P*""","=""0""","=""5s.5d""","=""3D""","=""1""",1,3,,"=""""","=""L11882""",
"=""52.6644""","=""0.0008""","=""52.664+""","=""48""","=""""",,"=""29.0972""","=""52.6396""","=""5p2""","=""3P""","=""1""","=""5p.5d""","=""3P*""","=""1""",3,3,,"=""""","=""L11882""",
"=""52.7697""","=""0.0008""","=""52.770+""","=""18?""","=""""",,"=""29.0972""","=""52.5926?""","=""5p2""","=""3P""","=""1""","=""5p.5d""","=""3P*""","=""0""",3,1,,"=""""","=""L11882""",
"=""52.8720""","=""0.0008""","=""52.873+""","=""10""","=""""",,"=""29.2727""","=""52.7223""","=""5p2""","=""1D""","=""2""","=""5p.5d""","=""3P*""","=""2""",5,5,,"=""""","=""L11882""",
"=""53.1179""","=""0.0008""","=""53.118+""","=""83""","=""""",,"=""12.4543""","=""35.7957""","=""5s.5p""","=""3P*""","=""1""","=""5s.5d""","=""3D""","=""2""",3,5,,"=""""","=""L11882""",
"=""53.3763""","=""0.0008""","=""53.376+""","=""58""","=""""",,"=""27.7319""","=""50.9602""","=""5p2""","=""3P""","=""0""","=""5p.5d""","=""3D*""","=""1""",1,3,,"=""""","=""L11882""",
"=""53.3850""","=""0.0008""","=""53.384+""","=""77""","=""""",,"=""12.4543""","=""35.6792""","=""5s.5p""","=""3P*""","=""1""","=""5s.5d""","=""3D""","=""1""",3,3,,"=""""","=""L11882""",
"=""53.4966""","=""0.0008""","=""53.497+""","=""45""","=""""",,"=""29.2727""","=""52.4488""","=""5p2""","=""1D""","=""2""","=""5p.5d""","=""3D*""","=""3""",5,7,,"=""""","=""L11882""",
"=""53.5980""","=""0.0008""","=""53.598+""","=""35""","=""""",,"=""31.2258""","=""54.3581""","=""5p2""","=""3P""","=""2""","=""5p.5d""","=""1F*""","=""3""",5,7,,"=""""","=""L11882""",
"=""54.3102""","=""0.0008""","=""54.310+""","=""20""","=""""",,"=""27.7319""","=""50.5610""","=""5p2""","=""3P""","=""0""","=""5s.6p""","=""1P*""","=""1""",1,3,,"=""""","=""L11882""",
"=""54.7780""","=""0.0008""","=""54.778+""","=""54""","=""""",,"=""29.0972""","=""51.7312""","=""5p2""","=""3P""","=""1""","=""5p.5d""","=""3D*""","=""2""",3,5,,"=""""","=""L11882""",
"=""56.6050""","=""0.0008""","=""56.605+""","=""85""","=""""",,"=""14.0940""","=""35.9976""","=""5s.5p""","=""3P*""","=""2""","=""5s.5d""","=""3D""","=""3""",5,7,,"=""""","=""L11882""",
"=""57.1309""","=""0.0008""","=""57.131+""","=""66""","=""""",,"=""14.0940""","=""35.7957""","=""5s.5p""","=""3P*""","=""2""","=""5s.5d""","=""3D""","=""2""",5,5,,"=""""","=""L11882""",
"=""57.1656""","=""0.0008""","=""57.166+""","=""43""","=""""",,"=""35.6792""","=""57.3677""","=""5s.5d""","=""3D""","=""1""","=""5s.5f""","=""3F*""","=""2""",3,5,,"=""""","=""L11882""",
"=""57.4451""","=""0.0008""","=""57.445+""","=""71""","=""""",,"=""35.7957""","=""57.3788""","=""5s.5d""","=""3D""","=""2""","=""5s.5f""","=""3F*""","=""3""",5,7,,"=""""","=""L11882""",
"=""57.6768""","=""0.0008""","=""57.676+""","=""27""","=""""",,"=""31.2258""","=""52.7223""","=""5p2""","=""3P""","=""2""","=""5p.5d""","=""3P*""","=""2""",5,5,,"=""""","=""L11882""",
"=""57.763""","=""0.002""","=""57.764+""","=""8""","=""""",,"=""29.0972""","=""50.5610""","=""5p2""","=""3P""","=""1""","=""5s.6p""","=""1P*""","=""1""",3,3,,"=""""","=""L11900""",
"=""57.8640""","=""0.0008""","=""57.864+""","=""62""","=""""",,"=""35.9976""","=""57.4244""","=""5s.5d""","=""3D""","=""3""","=""5s.5f""","=""3F*""","=""4""",7,9,,"=""""","=""L11882""",
"=""57.8850""","=""0.0008""","=""57.885+""","=""10""","=""""",,"=""12.4543""","=""33.8735""","=""5s.5p""","=""3P*""","=""1""","=""5p2""","=""1S""","=""0""",3,1,,"=""""","=""L11882""",
"=""57.915""","=""0.002""","=""57.9+""","=""3""","=""""",,"=""43.9937""","=""65.40""","=""5s.6s""","=""3S""","=""1""","=""5s.7p""","=""3P*""","=""1""",3,3,,"=""""","=""L11900""",
"=""58.0549""","=""0.0008""","=""58.056+""","=""20""","=""""",,"=""29.2727""","=""50.6286""","=""5p2""","=""1D""","=""2""","=""5s.6p""","=""3P*""","=""2""",5,5,,"=""""","=""L11882""",
"=""58.4196""","=""0.0008""","=""58.420+""","=""26""","=""""",,"=""31.2258""","=""52.4488""","=""5p2""","=""3P""","=""2""","=""5p.5d""","=""3D*""","=""3""",5,7,,"=""""","=""L11882""",
"=""58.8717""","=""0.0008""","=""58.871+""","=""52""","=""""",,"=""29.0972""","=""50.1576""","=""5p2""","=""3P""","=""1""","=""5p.5d""","=""1D*""","=""2""",3,5,,"=""""","=""L11882""",
"=""59.4643""","=""0.0008""","=""59.464+""","=""65""","=""""",,"=""33.8735""","=""54.7236""","=""5p2""","=""1S""","=""0""","=""5p.5d""","=""1P*""","=""1""",1,3,,"=""""","=""L11882""",
"=""60.171""","=""0.002""","=""60.166+""","=""2""","=""""",,"=""29.0972""","=""49.7044""","=""5p2""","=""3P""","=""1""","=""5s.6p""","=""3P*""","=""1""",3,3,,"=""""","=""L11900""",
"=""60.4913""","=""0.0008""","=""60.491+""","=""62""","=""""",,"=""29.2727""","=""49.7689""","=""5p2""","=""1D""","=""2""","=""5p.5d""","=""3F*""","=""3""",5,7,,"=""""","=""L11882""",
"=""60.8706""","=""0.0008""","=""60.871+""","=""94""","=""""",,"=""17.7619""","=""38.1303""","=""5s.5p""","=""1P*""","=""1""","=""5s.5d""","=""1D""","=""2""",3,5,,"=""""","=""L11882""",
"=""62.4383""","=""0.0008""","=""62.438+""","=""71""","=""""",,"=""38.1303""","=""57.9874""","=""5s.5d""","=""1D""","=""2""","=""5s.5f""","=""1F*""","=""3""",5,7,,"=""""","=""L11882""",
"=""63.4144""","=""0.0008""","=""63.415+""","=""28""","=""""",,"=""29.2727""","=""48.8240""","=""5p2""","=""1D""","=""2""","=""5p.5d""","=""3F*""","=""2""",5,5,,"=""""","=""L11882""",
"=""66.0502""","=""0.0008""","=""66.049+""","=""88""","=""""",,"=""12.4543""","=""31.2258""","=""5s.5p""","=""3P*""","=""1""","=""5p2""","=""3P""","=""2""",3,5,,"=""""","=""L11882""",
"=""66.792""","=""0.002""","=""66.793+""","=""20""","=""""",,"=""35.7957""","=""54.3581""","=""5s.5d""","=""3D""","=""2""","=""5p.5d""","=""1F*""","=""3""",5,7,,"=""""","=""L7278""",
"=""67.102""","=""0.002""","=""67.096+""","=""1""","=""""",,"=""31.2258""","=""49.7044""","=""5p2""","=""3P""","=""2""","=""5s.6p""","=""3P*""","=""1""",5,3,,"=""""","=""L11900""",
"=""67.528""","=""0.002""","=""67.527+""","=""4""","=""""",,"=""35.9976""","=""54.3581""","=""5s.5d""","=""3D""","=""3""","=""5p.5d""","=""1F*""","=""3""",7,7,,"=""""","=""L11900""",
"=""68.753""","=""0.002""","=""68.751+""","=""5""","=""""",,"=""17.7619""","=""35.7957""","=""5s.5p""","=""1P*""","=""1""","=""5s.5d""","=""3D""","=""2""",3,5,,"=""""","=""L11900""",
"=""69.198""","=""0.002""","=""69.198+""","=""5""","=""""",,"=""17.7619""","=""35.6792""","=""5s.5p""","=""1P*""","=""1""","=""5s.5d""","=""3D""","=""1""",3,3,,"=""""","=""L11900""",
"=""69.8038""","=""0.0008""","=""69.804+""","=""96""","=""""",,"=""0.0000""","=""17.7619""","=""5s2""","=""1S""","=""0""","=""5s.5p""","=""1P*""","=""1""",1,3,,"=""""","=""L11882""",
"=""72.1800""","=""0.0008""","=""72.179+""","=""86""","=""""",,"=""11.9200""","=""29.0972""","=""5s.5p""","=""3P*""","=""0""","=""5p2""","=""3P""","=""1""",1,3,,"=""""","=""L11882""",
"=""72.3701""","=""0.0008""","=""72.371+""","=""87""","=""""",,"=""14.0940""","=""31.2258""","=""5s.5p""","=""3P*""","=""2""","=""5p2""","=""3P""","=""2""",5,5,,"=""""","=""L11882""",
"=""72.9531""","=""0.0008""","=""72.953+""","=""62""","=""""",,"=""34.6266""","=""51.6217""","=""4f.5s""","=""1F*""","=""3""","=""4f.5p""","=""1D""","=""2""",7,5,,"=""""","=""L11882""",
"=""73.1028""","=""0.0008""","=""73.102+""","=""66bl""","=""""",,"=""35.6792""","=""52.6396""","=""5s.5d""","=""3D""","=""1""","=""5p.5d""","=""3P*""","=""1""",3,3,,"=""""","=""L11882""",
"=""73.2518""","=""0.0008""","=""73.248+""","=""72bl""","=""""",,"=""35.7957""","=""52.7223""","=""5s.5d""","=""3D""","=""2""","=""5p.5d""","=""3P*""","=""2""",5,5,,"=""""","=""L11882""",
"=""73.4291""","=""0.0008""","=""73.429+""","=""32""","=""""",,"=""33.7957""","=""50.6806""","=""4f.5s""","=""3F*""","=""2""","=""4f.5p""","=""3D""","=""1""",5,3,,"=""""","=""L11882""",
"=""73.7206""","=""0.0008""","=""73.720+""","=""85""","=""""",,"=""12.4543""","=""29.2727""","=""5s.5p""","=""3P*""","=""1""","=""5p2""","=""1D""","=""2""",3,5,,"=""""","=""L11882""",
"=""74.4961""","=""0.0008""","=""74.497+""","=""87""","=""""",,"=""12.4543""","=""29.0972""","=""5s.5p""","=""3P*""","=""1""","=""5p2""","=""3P""","=""1""",3,3,,"=""""","=""L11882""",
"=""74.7607""","=""0.0008""","=""74.760+""","=""40""","=""""",,"=""33.7957""","=""50.3800""","=""4f.5s""","=""3F*""","=""2""","=""4f.5p""","=""3D""","=""2""",5,5,,"=""""","=""L11882""",
"=""74.8890""","=""0.0008""","=""74.890+""","=""54""","=""""",,"=""33.8244""","=""50.3800""","=""4f.5s""","=""3F*""","=""3""","=""4f.5p""","=""3D""","=""2""",7,5,,"=""""","=""L11882""",
"=""75.3652""","=""0.0008""","=""75.365+""","=""46""","=""""",,"=""35.9976""","=""52.4488""","=""5s.5d""","=""3D""","=""3""","=""5p.5d""","=""3D*""","=""3""",7,7,,"=""""","=""L11882""",
"=""75.6035""","=""0.0008""","=""75.604+""","=""70""","=""""",,"=""34.6266""","=""51.0258""","=""4f.5s""","=""1F*""","=""3""","=""4f.5p""","=""1G""","=""4""",7,9,,"=""""","=""L11882""",
"=""75.6620""","=""0.0008""","=""75.662+""","=""30""","=""""",,"=""33.8244""","=""50.2110""","=""4f.5s""","=""3F*""","=""3""","=""4f.5p""","=""3D""","=""3""",7,7,,"=""""","=""L11882""",
"=""75.9107""","=""0.0008""","=""75.911+""","=""75""","=""""",,"=""33.8781""","=""50.2110""","=""4f.5s""","=""3F*""","=""4""","=""4f.5p""","=""3D""","=""3""",9,7,,"=""""","=""L11882""",
"=""76.405""","=""0.002""","=""76.402+""","=""20""","=""""",,"=""38.1303""","=""54.3581""","=""5s.5d""","=""1D""","=""2""","=""5p.5d""","=""1F*""","=""3""",5,7,,"=""""","=""L7278""",
"=""76.5684""","=""0.0008""","=""76.569+""","=""78""","=""""",,"=""43.9937""","=""60.1863""","=""5s.6s""","=""3S""","=""1""","=""5p.6s""","=""3P*""","=""2""",3,5,,"=""""","=""L11882""",
"=""76.9534""","=""0.0008""","=""76.953+""","=""52""","=""""",,"=""17.7619""","=""33.8735""","=""5s.5p""","=""1P*""","=""1""","=""5p2""","=""1S""","=""0""",3,1,,"=""""","=""L11882""",
"=""77.29""","=""0.05""","=""77.239+""","=""""","=""""",,"=""35.6792""","=""51.7312""","=""5s.5d""","=""3D""","=""1""","=""5p.5d""","=""3D*""","=""2""",3,5,,"=""""","=""L11374""",
"=""77.9119""","=""0.0008""","=""77.912+""","=""79""","=""""",,"=""33.8781""","=""49.7914""","=""4f.5s""","=""3F*""","=""4""","=""4f.5p""","=""3G""","=""5""",9,11,,"=""""","=""L11882""",
"=""78.6329""","=""0.0008""","=""78.632+""","=""64""","=""""",,"=""33.8244""","=""49.5921""","=""4f.5s""","=""3F*""","=""3""","=""4f.5p""","=""3F""","=""4""",7,9,,"=""""","=""L11882""",
"=""78.8991""","=""0.0008""","=""78.900+""","=""53""","=""""",,"=""33.8781""","=""49.5921""","=""4f.5s""","=""3F*""","=""4""","=""4f.5p""","=""3F""","=""4""",9,9,,"=""""","=""L11882""",
"=""79.7156""","=""0.0008""","=""79.716+""","=""56""","=""""",,"=""33.7957""","=""49.3491""","=""4f.5s""","=""3F*""","=""2""","=""4f.5p""","=""1F""","=""3""",5,7,,"=""""","=""L11882""",
"=""81.1544""","=""0.0008""","=""81.154+""","=""87""","=""""",,"=""12.4543""","=""27.7319""","=""5s.5p""","=""3P*""","=""1""","=""5p2""","=""3P""","=""0""",3,1,,"=""""","=""L11882""",
"=""81.6825""","=""0.0008""","=""81.683+""","=""85""","=""""",,"=""14.0940""","=""29.2727""","=""5s.5p""","=""3P*""","=""2""","=""5p2""","=""1D""","=""2""",5,5,,"=""""","=""L11882""",
"=""81.8149""","=""0.0008""","=""81.815+""","=""78""","=""""",,"=""35.9976""","=""51.1518""","=""5s.5d""","=""3D""","=""3""","=""5p.5d""","=""3F*""","=""4""",7,9,,"=""""","=""L11882""",
"=""82.6386""","=""0.0008""","=""82.638+""","=""85""","=""""",,"=""14.0940""","=""29.0972""","=""5s.5p""","=""3P*""","=""2""","=""5p2""","=""3P""","=""1""",5,3,,"=""""","=""L11882""",
"=""83.975""","=""0.002""","=""83.970+""","=""4""","=""""",,"=""35.7957""","=""50.5610""","=""5s.5d""","=""3D""","=""2""","=""5s.6p""","=""1P*""","=""1""",5,3,,"=""""","=""L11900""",
"=""84.2136""","=""0.0008""","=""84.214+""","=""37""","=""""",,"=""34.6266""","=""49.3491""","=""4f.5s""","=""1F*""","=""3""","=""4f.5p""","=""1F""","=""3""",7,7,,"=""""","=""L11882""",
"=""84.7421""","=""0.0008""","=""84.741+""","=""47""","=""""",,"=""35.9976""","=""50.6286""","=""5s.5d""","=""3D""","=""3""","=""5s.6p""","=""3P*""","=""2""",7,5,,"=""""","=""L11882""",
"=""84.94""","=""0.04""","=""84.968+""","=""""","=""""",,"=""38.1303""","=""52.7223""","=""5s.5d""","=""1D""","=""2""","=""5p.5d""","=""3P*""","=""2""",5,5,,"=""""","=""L7281""",
"=""86.3285""","=""0.0008""","=""86.329+""","=""23""","=""""",,"=""35.7957""","=""50.1576""","=""5s.5d""","=""3D""","=""2""","=""5p.5d""","=""1D*""","=""2""",5,5,,"=""""","=""L11882""",
"=""87.5422""","=""0.0008""","=""87.543+""","=""32""","=""""",,"=""33.7957""","=""47.9585""","=""4f.5s""","=""3F*""","=""2""","=""4f.5p""","=""3F""","=""2""",5,5,,"=""""","=""L11882""",
"=""88.2137""","=""0.0008""","=""88.215+""","=""18""","=""""",,"=""33.8244""","=""47.8792""","=""4f.5s""","=""3F*""","=""3""","=""4f.5p""","=""3G""","=""4""",7,9,,"=""""","=""L11882""",
"=""88.4002""","=""0.0008""","=""88.401+""","=""37""","=""""",,"=""35.6792""","=""49.7044""","=""5s.5d""","=""3D""","=""1""","=""5s.6p""","=""3P*""","=""1""",3,3,,"=""""","=""L11882""",
"=""88.5528""","=""0.0008""","=""88.553+""","=""50""","=""""",,"=""33.8781""","=""47.8792""","=""4f.5s""","=""3F*""","=""4""","=""4f.5p""","=""3G""","=""4""",9,9,,"=""""","=""L11882""",
"=""88.5787""","=""0.0008""","=""88.579+""","=""33?""","=""""",,"=""35.6792""","=""49.6763?""","=""5s.5d""","=""3D""","=""1""","=""5s.6p""","=""3P*""","=""0""",3,1,,"=""""","=""L11882""",
"=""88.7300""","=""0.0008""","=""88.730+""","=""72""","=""""",,"=""35.7957""","=""49.7689""","=""5s.5d""","=""3D""","=""2""","=""5p.5d""","=""3F*""","=""3""",5,7,,"=""""","=""L11882""",
"=""88.8024""","=""0.0008""","=""88.802+""","=""30""","=""""",,"=""33.8244""","=""47.7862""","=""4f.5s""","=""3F*""","=""3""","=""4f.5p""","=""3F""","=""3""",7,7,,"=""""","=""L11882""",
"=""89.1443""","=""0.0008""","=""89.142+""","=""48*""","=""""",,"=""35.7957""","=""49.7044""","=""5s.5d""","=""3D""","=""2""","=""5s.6p""","=""3P*""","=""1""",5,3,,"=""""","=""L11882""",
"=""89.1443""","=""0.0008""","=""89.145+""","=""48*""","=""""",,"=""33.8781""","=""47.7862""","=""4f.5s""","=""3F*""","=""4""","=""4f.5p""","=""3F""","=""3""",9,7,,"=""""","=""L11882""",
"=""91.0956""","=""0.0008""","=""91.095+""","=""48""","=""""",,"=""33.7957""","=""47.4061""","=""4f.5s""","=""3F*""","=""2""","=""4f.5p""","=""3G""","=""3""",5,7,,"=""""","=""L11882""",
"=""92.0870""","=""0.0008""","=""92.086+""","=""84""","=""""",,"=""17.7619""","=""31.2258""","=""5s.5p""","=""1P*""","=""1""","=""5p2""","=""3P""","=""2""",3,5,,"=""""","=""L11882""",
"=""94.3220""","=""0.0008""","=""94.322+""","=""39""","=""""",,"=""35.6792""","=""48.8240""","=""5s.5d""","=""3D""","=""1""","=""5p.5d""","=""3F*""","=""2""",3,5,,"=""""","=""L11882""",
"=""94.93""","=""0.04""","=""94.93+""","=""""","=""""",,"=""49.7044""","=""62.765""","=""5s.6p""","=""3P*""","=""1""","=""5s.7s""","=""3S""","=""1""",3,3,,"=""""","=""L7281""",
"=""97.0170""","=""0.0008""","=""97.018+""","=""30""","=""""",,"=""34.6266""","=""47.4061""","=""4f.5s""","=""1F*""","=""3""","=""4f.5p""","=""3G""","=""3""",7,7,,"=""""","=""L11882""",
"=""99.5511""","=""0.0008""","=""99.551+""","=""88""","=""""",,"=""0.0000""","=""12.4543""","=""5s2""","=""1S""","=""0""","=""5s.5p""","=""3P*""","=""1""",1,3,,"=""""","=""L11882""",
"=""99.7406""","=""0.0008""","=""99.741+""","=""67""","=""""",,"=""38.1303""","=""50.5610""","=""5s.5d""","=""1D""","=""2""","=""5s.6p""","=""1P*""","=""1""",5,3,,"=""""","=""L11882""",
"=""99.964""","=""0.002""","=""99.987+""","=""10""","=""""",,"=""47.7862""","=""60.1863""","=""4f.5p""","=""3F""","=""3""","=""5p.6s""","=""3P*""","=""2""",7,5,,"=""""","=""L7278""",
"=""101.619""","=""0.002""","=""101.60+""","=""10""","=""""",,"=""50.5610""","=""62.765""","=""5s.6p""","=""1P*""","=""1""","=""5s.7s""","=""3S""","=""1""",3,3,,"=""""","=""L7278""",
"=""107.7120""","=""0.0008""","=""107.711+""","=""84""","=""""",,"=""17.7619""","=""29.2727""","=""5s.5p""","=""1P*""","=""1""","=""5p2""","=""1D""","=""2""",3,5,,"=""""","=""L11882""",
"=""109.44""","=""0.04""","=""109.378+""","=""""","=""""",,"=""17.7619""","=""29.0972""","=""5s.5p""","=""1P*""","=""1""","=""5p2""","=""3P""","=""1""",3,3,,"=""""","=""L7281""",
"=""123.157""","=""0.002""","=""123.168+""","=""20""","=""""",,"=""50.6806""","=""60.7469""","=""4f.5p""","=""3D""","=""1""","=""5p.6s""","=""1P*""","=""1""",3,3,,"=""""","=""L7278""",
"=""124.358""","=""0.002""","=""124.356+""","=""7""","=""""",,"=""17.7619""","=""27.7319""","=""5s.5p""","=""1P*""","=""1""","=""5p2""","=""3P""","=""0""",3,1,,"=""""","=""L11900""",
"=""132.48""","=""0.06""","=""132.6+""","=""""","=""""",,"=""49.7689""","=""59.12""","=""5p.5d""","=""3F*""","=""3""","=""5s.6d""","=""3D""","=""3""",7,7,,"=""""","=""L7281""",
"=""132.71""","=""0.06""","=""132.75+""","=""*""","=""""",,"=""49.7044""","=""59.044""","=""5s.6p""","=""3P*""","=""1""","=""5s.6d""","=""3D""","=""2""",3,5,,"=""""","=""L7281""",
"=""132.71""","=""0.06""","=""132.76+""","=""*""","=""""",,"=""49.6763?""","=""59.015""","=""5s.6p""","=""3P*""","=""0""","=""5s.6d""","=""3D""","=""1""",1,3,,"=""""","=""L7281""",
"=""133.163""","=""0.002""","=""133.16+""","=""6""","=""""",,"=""49.7044""","=""59.015""","=""5s.6p""","=""3P*""","=""1""","=""5s.6d""","=""3D""","=""1""",3,3,,"=""""","=""L11900""",
"=""146.095""","=""0.002""","=""146.1+""","=""2""","=""""",,"=""50.6286""","=""59.12""","=""5s.6p""","=""3P*""","=""2""","=""5s.6d""","=""3D""","=""3""",5,7,,"=""""","=""L11900""",
"=""147.325""","=""0.002""","=""147.33+""","=""4""","=""""",,"=""50.6286""","=""59.044""","=""5s.6p""","=""3P*""","=""2""","=""5s.6d""","=""3D""","=""2""",5,5,,"=""""","=""L11900""",
"=""190.23""","=""0.06""","=""190+""","=""""","=""""",,"=""59.12""","=""65.630""","=""5s.6d""","=""3D""","=""3""","=""5s.7p""","=""3P*""","=""2""",7,5,,"=""""","=""L7281""",
"=""194.96""","=""0.06""","=""195+""","=""""","=""""",,"=""59.044""","=""65.40""","=""5s.6d""","=""3D""","=""2""","=""5s.7p""","=""3P*""","=""1""",5,3,,"=""""","=""L7281""",
"=""195.779""","=""0.002""","=""195.8+""","=""7""","=""""",,"=""59.015""","=""65.348""","=""5s.6d""","=""3D""","=""1""","=""5s.7p""","=""3P*""","=""0""",3,1,,"=""""","=""L11900""",
