obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""16.1742""","=""0.0003""","=""16.1742+""","=""650""","=""""",,"=""0.0000""","=""76.6556""","=""4d10""","=""1S""","=""0""","=""4d9.5p""","=""3D*""","=""1""",1,3,,"=""""","=""L9885""",
"=""16.5323""","=""0.0003""","=""16.5323+""","=""950""","=""""",,"=""0.0000""","=""74.9952""","=""4d10""","=""1S""","=""0""","=""4d9.5p""","=""1P*""","=""1""",1,3,,"=""""","=""L9885""",
"=""40.0906""","=""0.0007""","=""40.0898+""","=""26""","=""""",,"=""73.7113""","=""104.6380""","=""4d9.5p""","=""3P*""","=""1""","=""4d9.5d""","=""1S""","=""0""",3,1,,"=""""","=""L9885""",
"=""41.8257""","=""0.0007""","=""41.8261+""","=""171""","=""""",,"=""74.9952""","=""104.6380""","=""4d9.5p""","=""1P*""","=""1""","=""4d9.5d""","=""1S""","=""0""",3,1,,"=""""","=""L9885""",
"=""42.607""","=""0.002""","=""42.606+""","=""2""","=""""",,"=""71.7851""","=""100.8854""","=""4d9.5p""","=""3F*""","=""3""","=""4d9.5d""","=""3F""","=""3""",7,7,,"=""""","=""L11914""",
"=""43.052""","=""0.002""","=""43.056+""","=""2""","=""""",,"=""71.3452""","=""100.1409""","=""4d9.5p""","=""3P*""","=""2""","=""4d9.5d""","=""3D""","=""1""",5,3,,"=""""","=""L11914""",
"=""43.512""","=""0.002""","=""43.516+""","=""1""","=""""",,"=""71.3452""","=""99.8370""","=""4d9.5p""","=""3P*""","=""2""","=""4d9.5d""","=""3G""","=""3""",5,7,,"=""""","=""L11914""",
"=""43.641""","=""0.002""","=""43.643+""","=""1""","=""""",,"=""100.1409""","=""128.5494""","=""4d9.5d""","=""3D""","=""1""","=""4d9.5f""","=""1P*""","=""1""",3,3,,"=""""","=""L11914""",
"=""44.252""","=""0.002""","=""44.249+""","=""2""","=""""",,"=""100.5295""","=""128.5494""","=""4d9.5d""","=""1D""","=""2""","=""4d9.5f""","=""1P*""","=""1""",5,3,,"=""""","=""L11914""",
"=""44.3080""","=""0.0007""","=""44.308+""","=""31""","=""""",,"=""76.6556""","=""104.6380""","=""4d9.5p""","=""3D*""","=""1""","=""4d9.5d""","=""1S""","=""0""",3,1,,"=""""","=""L9885""",
"=""44.423""","=""0.002""","=""44.416+""","=""9""","=""""",,"=""100.6349""","=""128.5494""","=""4d9.5d""","=""3F""","=""2""","=""4d9.5f""","=""1P*""","=""1""",5,3,,"=""""","=""L11914""",
"=""45.044""","=""0.002""","=""45.036+""","=""1""","=""""",,"=""98.6086""","=""126.1387""","=""4d9.5d""","=""1F""","=""3""","=""4d9.5f""","=""3G*""","=""3""",7,7,,"=""""","=""L11914""",
"=""45.432""","=""0.002""","=""45.432+""","=""1""","=""""",,"=""98.6086""","=""125.8984""","=""4d9.5d""","=""1F""","=""3""","=""4d9.5f""","=""3D*""","=""3""",7,7,,"=""""","=""L11914""",
"=""45.7624""","=""0.0007""","=""45.762+""","=""90""","=""""",,"=""73.5417""","=""100.6349""","=""4d9.5p""","=""3F*""","=""2""","=""4d9.5d""","=""3F""","=""2""",5,5,,"=""""","=""L9885""",
"=""45.854""","=""0.002""","=""45.855+""","=""1*""","=""""",,"=""98.7001""","=""125.7382""","=""4d9.5d""","=""3P""","=""2""","=""4d9.5f""","=""3F*""","=""2""",5,5,,"=""""","=""L11914""",
"=""45.854""","=""0.002""","=""45.855+""","=""1*""","=""""",,"=""71.7851""","=""98.8232""","=""4d9.5p""","=""3F*""","=""3""","=""4d9.5d""","=""3F""","=""4""",7,9,,"=""""","=""L11914""",
"=""45.9407""","=""0.0007""","=""45.941+""","=""99""","=""""",,"=""73.5417""","=""100.5295""","=""4d9.5p""","=""3F*""","=""2""","=""4d9.5d""","=""1D""","=""2""",5,5,,"=""""","=""L9885""",
"=""46.0719""","=""0.0007""","=""46.072+""","=""224""","=""""",,"=""71.3452""","=""98.2560""","=""4d9.5p""","=""3P*""","=""2""","=""4d9.5d""","=""3D""","=""3""",5,7,,"=""""","=""L9885""",
"=""46.2229""","=""0.0007""","=""46.222+""","=""102""","=""""",,"=""71.7851""","=""98.6086""","=""4d9.5p""","=""3F*""","=""3""","=""4d9.5d""","=""1F""","=""3""",7,7,,"=""""","=""L9885""",
"=""46.2319""","=""0.0007""","=""46.231+""","=""83""","=""""",,"=""73.7113""","=""100.5295""","=""4d9.5p""","=""3P*""","=""1""","=""4d9.5d""","=""1D""","=""2""",3,5,,"=""""","=""L9885""",
"=""46.419""","=""0.002""","=""46.422+""","=""4""","=""""",,"=""71.3452""","=""98.0534""","=""4d9.5p""","=""3P*""","=""2""","=""4d9.5d""","=""1P""","=""1""",5,3,,"=""""","=""L11914""",
"=""46.6010""","=""0.0007""","=""46.602+""","=""300m""","=""""",,"=""71.3452""","=""97.9502""","=""4d9.5p""","=""3P*""","=""2""","=""4d9.5d""","=""3D""","=""2""",5,5,,"=""""","=""L9885""",
"=""46.609""","=""0.002""","=""46.612+""","=""3""","=""""",,"=""73.5417""","=""100.1409""","=""4d9.5p""","=""3F*""","=""2""","=""4d9.5d""","=""3D""","=""1""",5,3,,"=""""","=""L11914""",
"=""46.8386""","=""0.0007""","=""46.838+""","=""223""","=""""",,"=""71.7851""","=""98.2560""","=""4d9.5p""","=""3F*""","=""3""","=""4d9.5d""","=""3D""","=""3""",7,7,,"=""""","=""L9885""",
"=""46.910""","=""0.002""","=""46.911+""","=""5""","=""""",,"=""73.7113""","=""100.1409""","=""4d9.5p""","=""3P*""","=""1""","=""4d9.5d""","=""3D""","=""1""",3,3,,"=""""","=""L11914""",
"=""47.064""","=""0.002""","=""47.068+""","=""4""","=""""",,"=""74.0005""","=""100.3421""","=""4d9.5p""","=""3F*""","=""4""","=""4d9.5d""","=""1G""","=""4""",9,9,,"=""""","=""L11914""",
"=""47.1498""","=""0.0007""","=""47.151+""","=""276""","=""""",,"=""73.5417""","=""99.8370""","=""4d9.5p""","=""3F*""","=""2""","=""4d9.5d""","=""3G""","=""3""",5,7,,"=""""","=""L9885""",
"=""47.3864""","=""0.0007""","=""47.385+""","=""66""","=""""",,"=""71.7851""","=""97.9502""","=""4d9.5p""","=""3F*""","=""3""","=""4d9.5d""","=""3D""","=""2""",7,5,,"=""""","=""L9885""",
"=""47.4601""","=""0.0007""","=""47.459+""","=""55""","=""""",,"=""73.5417""","=""99.6659""","=""4d9.5p""","=""3F*""","=""2""","=""4d9.5d""","=""3P""","=""1""",5,3,,"=""""","=""L9885""",
"=""47.512""","=""0.002""","=""47.513+""","=""1bl""","=""""",,"=""97.7643""","=""123.8589""","=""4d9.5d""","=""3G""","=""4""","=""4d9.5f""","=""3F*""","=""4""",9,9,,"=""""","=""L11914""",
"=""47.6892""","=""0.0008""","=""47.689+""","=""103""","=""""",,"=""98.0395""","=""124.0378""","=""4d9.5d""","=""3G""","=""5""","=""4d9.5f""","=""3G*""","=""5""",11,11,,"=""""","=""L9885""",
"=""47.7240""","=""0.0008""","=""47.724+""","=""374""","=""""",,"=""71.7851""","=""97.7643""","=""4d9.5p""","=""3F*""","=""3""","=""4d9.5d""","=""3G""","=""4""",7,9,,"=""""","=""L9885""",
"=""47.7685""","=""0.0008""","=""47.770+""","=""115""","=""""",,"=""73.7113""","=""99.6659""","=""4d9.5p""","=""3P*""","=""1""","=""4d9.5d""","=""3P""","=""1""",3,3,,"=""""","=""L9885""",
"=""47.810""","=""0.002""","=""47.816+""","=""1""","=""""",,"=""74.7056""","=""100.6349""","=""4d9.5p""","=""1D*""","=""2""","=""4d9.5d""","=""3F""","=""2""",5,5,,"=""""","=""L11914""",
"=""48.008""","=""0.002""","=""48.011+""","=""4b*""","=""""",,"=""75.0613""","=""100.8854""","=""4d9.5p""","=""3D*""","=""3""","=""4d9.5d""","=""3F""","=""3""",7,7,,"=""""","=""L11914""",
"=""48.008""","=""0.002""","=""48.011+""","=""4b*""","=""""",,"=""74.7056""","=""100.5295""","=""4d9.5p""","=""1D*""","=""2""","=""4d9.5d""","=""1D""","=""2""",5,5,,"=""""","=""L11914""",
"=""48.020""","=""0.002""","=""48.020+""","=""1""","=""""",,"=""98.0395""","=""123.8589""","=""4d9.5d""","=""3G""","=""5""","=""4d9.5f""","=""3F*""","=""4""",11,9,,"=""""","=""L11914""",
"=""48.0313""","=""0.0008""","=""48.031+""","=""59""","=""""",,"=""97.9502""","=""123.7635""","=""4d9.5d""","=""3D""","=""2""","=""4d9.5f""","=""3F*""","=""3""",5,7,,"=""""","=""L9885""",
"=""48.2068""","=""0.0008""","=""48.207+""","=""160""","=""""",,"=""97.7643""","=""123.4834""","=""4d9.5d""","=""3G""","=""4""","=""4d9.5f""","=""3H*""","=""5""",9,11,,"=""""","=""L9885""",
"=""48.2695""","=""0.0008""","=""48.270+""","=""108""","=""""",,"=""98.0534""","=""123.7392""","=""4d9.5d""","=""1P""","=""1""","=""4d9.5f""","=""1D*""","=""2""",3,5,,"=""""","=""L9885""",
"=""48.3367""","=""0.0008""","=""48.337+""","=""148""","=""""",,"=""99.8370""","=""125.4871""","=""4d9.5d""","=""3G""","=""3""","=""4d9.5f""","=""3H*""","=""4""",7,9,,"=""""","=""L9885""",
"=""48.3556""","=""0.0008""","=""48.356+""","=""73""","=""""",,"=""74.9952""","=""100.6349""","=""4d9.5p""","=""1P*""","=""1""","=""4d9.5d""","=""3F""","=""2""",3,5,,"=""""","=""L9885""",
"=""48.4139""","=""0.0008""","=""48.414+""","=""71""","=""""",,"=""100.5295""","=""126.1387""","=""4d9.5d""","=""1D""","=""2""","=""4d9.5f""","=""3G*""","=""3""",5,7,,"=""""","=""L9885""",
"=""48.4258""","=""0.0008""","=""48.426+""","=""118""","=""""",,"=""98.2560""","=""123.8589""","=""4d9.5d""","=""3D""","=""3""","=""4d9.5f""","=""3F*""","=""4""",7,9,,"=""""","=""L9885""",
"=""48.4365""","=""0.0008""","=""48.436+""","=""142""","=""""",,"=""100.1409""","=""125.7382""","=""4d9.5d""","=""3D""","=""1""","=""4d9.5f""","=""3F*""","=""2""",3,5,,"=""""","=""L9885""",
"=""48.538""","=""0.002""","=""48.539+""","=""2""","=""""",,"=""98.6086""","=""124.1521""","=""4d9.5d""","=""1F""","=""3""","=""4d9.5f""","=""1F*""","=""3""",7,7,,"=""""","=""L11914""",
"=""48.556""","=""0.002""","=""48.556+""","=""5""","=""""",,"=""74.9952""","=""100.5295""","=""4d9.5p""","=""1P*""","=""1""","=""4d9.5d""","=""1D""","=""2""",3,5,,"=""""","=""L11914""",
"=""48.6070""","=""0.0008""","=""48.607+""","=""57""","=""""",,"=""98.2560""","=""123.7635""","=""4d9.5d""","=""3D""","=""3""","=""4d9.5f""","=""3F*""","=""3""",7,7,,"=""""","=""L9885""",
"=""48.630""","=""0.002""","=""48.639+""","=""4""","=""""",,"=""99.0505""","=""124.5413""","=""4d9.5d""","=""3P""","=""0""","=""4d9.5f""","=""3D*""","=""1""",1,3,,"=""""","=""L11914""",
"=""48.6959""","=""0.0008""","=""48.696+""","=""229""","=""""",,"=""71.3452""","=""96.8059""","=""4d9.5p""","=""3P*""","=""2""","=""4d9.5d""","=""3S""","=""1""",5,3,,"=""""","=""L9885""",
"=""48.7131""","=""0.0008""","=""48.713+""","=""123""","=""""",,"=""98.7001""","=""124.1521""","=""4d9.5d""","=""3P""","=""2""","=""4d9.5f""","=""1F*""","=""3""",5,7,,"=""""","=""L9885""",
"=""48.7285""","=""0.0008""","=""48.728+""","=""64""","=""""",,"=""98.0395""","=""123.4834""","=""4d9.5d""","=""3G""","=""5""","=""4d9.5f""","=""3H*""","=""5""",11,11,,"=""""","=""L9885""",
"=""48.8718""","=""0.0008""","=""48.872+""","=""178*""","=""""",,"=""98.0395""","=""123.4088""","=""4d9.5d""","=""3G""","=""5""","=""4d9.5f""","=""3H*""","=""6""",11,13,,"=""""","=""L9885""",
"=""48.8718""","=""0.0008""","=""48.873+""","=""178*""","=""""",,"=""100.5295""","=""125.8984""","=""4d9.5d""","=""1D""","=""2""","=""4d9.5f""","=""3D*""","=""3""",5,7,,"=""""","=""L9885""",
"=""48.9110""","=""0.0008""","=""48.911+""","=""151""","=""""",,"=""98.6086""","=""123.9575""","=""4d9.5d""","=""1F""","=""3""","=""4d9.5f""","=""1G*""","=""4""",7,9,,"=""""","=""L9885""",
"=""48.9300""","=""0.0008""","=""48.930+""","=""85""","=""""",,"=""73.7113""","=""99.0505""","=""4d9.5p""","=""3P*""","=""1""","=""4d9.5d""","=""3P""","=""0""",3,1,,"=""""","=""L9885""",
"=""49.0564""","=""0.0008""","=""49.056+""","=""266bl""","=""""",,"=""100.3421""","=""125.6160?""","=""4d9.5d""","=""1G""","=""4""","=""4d9.5f""","=""1H*""","=""5""",9,11,,"=""""","=""L9885""",
"=""49.0763""","=""0.0008""","=""49.076+""","=""73""","=""""",,"=""100.6349""","=""125.8984""","=""4d9.5d""","=""3F""","=""2""","=""4d9.5f""","=""3D*""","=""3""",5,7,,"=""""","=""L9885""",
"=""49.1719""","=""0.0008""","=""49.172+""","=""232""","=""""",,"=""98.8232""","=""124.0378""","=""4d9.5d""","=""3F""","=""4""","=""4d9.5f""","=""3G*""","=""5""",9,11,,"=""""","=""L9885""",
"=""49.1804""","=""0.0008""","=""49.180+""","=""144""","=""""",,"=""100.8854""","=""126.0955""","=""4d9.5d""","=""3F""","=""3""","=""4d9.5f""","=""3G*""","=""4""",7,9,,"=""""","=""L9885""",
"=""49.2817""","=""0.0008""","=""49.281+""","=""71""","=""""",,"=""73.5417""","=""98.7001""","=""4d9.5p""","=""3F*""","=""2""","=""4d9.5d""","=""3P""","=""2""",5,5,,"=""""","=""L9885""",
"=""49.3343""","=""0.0008""","=""49.334+""","=""154""","=""""",,"=""74.7056""","=""99.8370""","=""4d9.5p""","=""1D*""","=""2""","=""4d9.5d""","=""3G""","=""3""",5,7,,"=""""","=""L9885""",
"=""49.4614""","=""0.0008""","=""49.461+""","=""169""","=""""",,"=""73.5417""","=""98.6086""","=""4d9.5p""","=""3F*""","=""2""","=""4d9.5d""","=""1F""","=""3""",5,7,,"=""""","=""L9885""",
"=""49.5231""","=""0.0008""","=""49.523+""","=""70""","=""""",,"=""98.8232""","=""123.8589""","=""4d9.5d""","=""3F""","=""4""","=""4d9.5f""","=""3F*""","=""4""",9,9,,"=""""","=""L9885""",
"=""49.568""","=""0.002""","=""49.568+""","=""3""","=""""",,"=""100.8854""","=""125.8984""","=""4d9.5d""","=""3F""","=""3""","=""4d9.5f""","=""3D*""","=""3""",7,7,,"=""""","=""L11914""",
"=""49.6162""","=""0.0008""","=""49.616+""","=""69""","=""""",,"=""73.7113""","=""98.7001""","=""4d9.5p""","=""3P*""","=""1""","=""4d9.5d""","=""3P""","=""2""",3,5,,"=""""","=""L9885""",
"=""49.9478""","=""0.0008""","=""49.948+""","=""100""","=""""",,"=""74.0005""","=""98.8232""","=""4d9.5p""","=""3F*""","=""4""","=""4d9.5d""","=""3F""","=""4""",9,9,,"=""""","=""L9885""",
"=""50.0532""","=""0.0008""","=""50.054+""","=""79""","=""""",,"=""75.3707""","=""100.1409""","=""4d9.5p""","=""3P*""","=""0""","=""4d9.5d""","=""3D""","=""1""",1,3,,"=""""","=""L9885""",
"=""50.1679""","=""0.0008""","=""50.167+""","=""30""","=""""",,"=""73.5417""","=""98.2560""","=""4d9.5p""","=""3F*""","=""2""","=""4d9.5d""","=""3D""","=""3""",5,7,,"=""""","=""L9885""",
"=""50.2566""","=""0.0008""","=""50.256+""","=""46""","=""""",,"=""74.9952""","=""99.6659""","=""4d9.5p""","=""1P*""","=""1""","=""4d9.5d""","=""3P""","=""1""",3,3,,"=""""","=""L9885""",
"=""50.384""","=""0.002""","=""50.383+""","=""3""","=""""",,"=""74.0005""","=""98.6086""","=""4d9.5p""","=""3F*""","=""4""","=""4d9.5d""","=""1F""","=""3""",9,7,,"=""""","=""L11914""",
"=""50.5821""","=""0.0008""","=""50.582+""","=""51""","=""""",,"=""73.5417""","=""98.0534""","=""4d9.5p""","=""3F*""","=""2""","=""4d9.5d""","=""1P""","=""1""",5,3,,"=""""","=""L9885""",
"=""50.6230""","=""0.0008""","=""50.623+""","=""309""","=""""",,"=""76.3937""","=""100.8854""","=""4d9.5p""","=""1F*""","=""3""","=""4d9.5d""","=""3F""","=""3""",7,7,,"=""""","=""L9885""",
"=""50.9332""","=""0.0008""","=""50.934+""","=""133""","=""""",,"=""73.7113""","=""98.0534""","=""4d9.5p""","=""3P*""","=""1""","=""4d9.5d""","=""1P""","=""1""",3,3,,"=""""","=""L9885""",
"=""51.030""","=""0.002""","=""51.032+""","=""4""","=""""",,"=""75.3707""","=""99.6659""","=""4d9.5p""","=""3P*""","=""0""","=""4d9.5d""","=""3P""","=""1""",1,3,,"=""""","=""L11914""",
"=""51.1159""","=""0.0008""","=""51.116+""","=""94""","=""""",,"=""74.0005""","=""98.2560""","=""4d9.5p""","=""3F*""","=""4""","=""4d9.5d""","=""3D""","=""3""",9,7,,"=""""","=""L9885""",
"=""51.152""","=""0.002""","=""51.151+""","=""2""","=""""",,"=""73.7113""","=""97.9502""","=""4d9.5p""","=""3P*""","=""1""","=""4d9.5d""","=""3D""","=""2""",3,5,,"=""""","=""L11914""",
"=""51.511""","=""0.002""","=""51.503+""","=""3""","=""""",,"=""99.6659""","=""123.7392""","=""4d9.5d""","=""3P""","=""1""","=""4d9.5f""","=""1D*""","=""2""",3,5,,"=""""","=""L11914""",
"=""51.5762""","=""0.0008""","=""51.576+""","=""457""","=""""",,"=""74.0005""","=""98.0395""","=""4d9.5p""","=""3F*""","=""4""","=""4d9.5d""","=""3G""","=""5""",9,11,,"=""""","=""L9885""",
"=""51.617""","=""0.002""","=""51.613+""","=""6""","=""""",,"=""99.8370""","=""123.8589""","=""4d9.5d""","=""3G""","=""3""","=""4d9.5f""","=""3F*""","=""4""",7,9,,"=""""","=""L11914""",
"=""51.6714""","=""0.0008""","=""51.672+""","=""185""","=""""",,"=""74.7056""","=""98.7001""","=""4d9.5p""","=""1D*""","=""2""","=""4d9.5d""","=""3P""","=""2""",5,5,,"=""""","=""L9885""",
"=""51.7050""","=""0.0008""","=""51.705+""","=""350m""","=""""",,"=""76.6556""","=""100.6349""","=""4d9.5p""","=""3D*""","=""1""","=""4d9.5d""","=""3F""","=""2""",3,5,,"=""""","=""L9885""",
"=""51.7714""","=""0.0008""","=""51.771+""","=""354""","=""""",,"=""76.3937""","=""100.3421""","=""4d9.5p""","=""1F*""","=""3""","=""4d9.5d""","=""1G""","=""4""",7,9,,"=""""","=""L9885""",
"=""51.823""","=""0.002""","=""51.819+""","=""4bl""","=""""",,"=""99.8370""","=""123.7635""","=""4d9.5d""","=""3G""","=""3""","=""4d9.5f""","=""3F*""","=""3""",7,7,,"=""""","=""L11914""",
"=""51.8700""","=""0.0008""","=""51.870+""","=""346""","=""""",,"=""74.7056""","=""98.6086""","=""4d9.5p""","=""1D*""","=""2""","=""4d9.5d""","=""1F""","=""3""",5,7,,"=""""","=""L9885""",
"=""51.9347""","=""0.0008""","=""51.935+""","=""393""","=""""",,"=""77.0124""","=""100.8854""","=""4d9.5p""","=""3D*""","=""2""","=""4d9.5d""","=""3F""","=""3""",5,7,,"=""""","=""L9885""",
"=""52.1730""","=""0.0008""","=""52.174+""","=""150""","=""""",,"=""74.0005""","=""97.7643""","=""4d9.5p""","=""3F*""","=""4""","=""4d9.5d""","=""3G""","=""4""",9,9,,"=""""","=""L9885""",
"=""52.1783""","=""0.0008""","=""52.178+""","=""538""","=""""",,"=""75.0613""","=""98.8232""","=""4d9.5p""","=""3D*""","=""3""","=""4d9.5d""","=""3F""","=""4""",7,9,,"=""""","=""L9885""",
"=""52.3037""","=""0.0008""","=""52.303+""","=""173""","=""""",,"=""74.9952""","=""98.7001""","=""4d9.5p""","=""1P*""","=""1""","=""4d9.5d""","=""3P""","=""2""",3,5,,"=""""","=""L9885""",
"=""52.320""","=""0.002""","=""52.324+""","=""5""","=""""",,"=""100.3421""","=""124.0378""","=""4d9.5d""","=""1G""","=""4""","=""4d9.5f""","=""3G*""","=""5""",9,11,,"=""""","=""L11914""",
"=""52.6523""","=""0.0008""","=""52.653+""","=""205""","=""""",,"=""75.0613""","=""98.6086""","=""4d9.5p""","=""3D*""","=""3""","=""4d9.5d""","=""1F""","=""3""",7,7,,"=""""","=""L9885""",
"=""52.7206""","=""0.0008""","=""52.721+""","=""183""","=""""",,"=""77.0124""","=""100.5295""","=""4d9.5p""","=""3D*""","=""2""","=""4d9.5d""","=""1D""","=""2""",5,5,,"=""""","=""L9885""",
"=""52.7929""","=""0.0008""","=""52.792+""","=""110""","=""""",,"=""76.6556""","=""100.1409""","=""4d9.5p""","=""3D*""","=""1""","=""4d9.5d""","=""3D""","=""1""",3,3,,"=""""","=""L9885""",
"=""52.8876""","=""0.0008""","=""52.887+""","=""119""","=""""",,"=""76.3937""","=""99.8370""","=""4d9.5p""","=""1F*""","=""3""","=""4d9.5d""","=""3G""","=""3""",7,7,,"=""""","=""L9885""",
"=""53.1040""","=""0.0008""","=""53.103+""","=""162""","=""""",,"=""74.7056""","=""98.0534""","=""4d9.5p""","=""1D*""","=""2""","=""4d9.5d""","=""1P""","=""1""",5,3,,"=""""","=""L9885""",
"=""53.4528""","=""0.0008""","=""53.454+""","=""195""","=""""",,"=""75.0613""","=""98.2560""","=""4d9.5p""","=""3D*""","=""3""","=""4d9.5d""","=""3D""","=""3""",7,7,,"=""""","=""L9885""",
"=""53.7701""","=""0.0008""","=""53.770+""","=""160""","=""""",,"=""74.9952""","=""98.0534""","=""4d9.5p""","=""1P*""","=""1""","=""4d9.5d""","=""1P""","=""1""",3,3,,"=""""","=""L9885""",
"=""53.8820""","=""0.0008""","=""53.882+""","=""114""","=""""",,"=""76.6556""","=""99.6659""","=""4d9.5p""","=""3D*""","=""1""","=""4d9.5d""","=""3P""","=""1""",3,3,,"=""""","=""L9885""",
"=""54.1665""","=""0.0008""","=""54.168+""","=""100""","=""""",,"=""75.0613""","=""97.9502""","=""4d9.5p""","=""3D*""","=""3""","=""4d9.5d""","=""3D""","=""2""",7,5,,"=""""","=""L9885""",
"=""54.6118""","=""0.0008""","=""54.611+""","=""234""","=""""",,"=""75.0613""","=""97.7643""","=""4d9.5p""","=""3D*""","=""3""","=""4d9.5d""","=""3G""","=""4""",7,9,,"=""""","=""L9885""",
"=""54.7309""","=""0.0008""","=""54.731+""","=""239""","=""""",,"=""77.0124""","=""99.6659""","=""4d9.5p""","=""3D*""","=""2""","=""4d9.5d""","=""3P""","=""1""",5,3,,"=""""","=""L9885""",
"=""55.021""","=""0.002""","=""55.016+""","=""1""","=""""",,"=""98.0534""","=""120.5895""","=""4d9.5d""","=""1P""","=""1""","=""4d9.6p""","=""1P*""","=""1""",3,3,,"=""""","=""L11914""",
"=""56.1013""","=""0.0008""","=""56.101+""","=""97""","=""""",,"=""74.7056""","=""96.8059""","=""4d9.5p""","=""1D*""","=""2""","=""4d9.5d""","=""3S""","=""1""",5,3,,"=""""","=""L9885""",
"=""59.6379""","=""0.0008""","=""59.638+""","=""61""","=""""",,"=""56.2229""","=""77.0124""","=""4d9.5s""","=""3D""","=""3""","=""4d9.5p""","=""3D*""","=""2""",7,5,,"=""""","=""L9885""",
"=""60.9050""","=""0.0008""","=""60.905+""","=""132""","=""""",,"=""56.6553""","=""77.0124""","=""4d9.5s""","=""3D""","=""2""","=""4d9.5p""","=""3D*""","=""2""",5,5,,"=""""","=""L9885""",
"=""61.4670""","=""0.0008""","=""61.467+""","=""80""","=""""",,"=""56.2229""","=""76.3937""","=""4d9.5s""","=""3D""","=""3""","=""4d9.5p""","=""1F*""","=""3""",7,7,,"=""""","=""L9885""",
"=""61.9909""","=""0.0008""","=""61.991+""","=""99""","=""""",,"=""56.6553""","=""76.6556""","=""4d9.5s""","=""3D""","=""2""","=""4d9.5p""","=""3D*""","=""1""",5,3,,"=""""","=""L9885""",
"=""62.8144""","=""0.0008""","=""62.814+""","=""100""","=""""",,"=""56.6553""","=""76.3937""","=""4d9.5s""","=""3D""","=""2""","=""4d9.5p""","=""1F*""","=""3""",5,7,,"=""""","=""L9885""",
"=""65.8146""","=""0.0009""","=""65.815+""","=""470""","=""""",,"=""56.2229""","=""75.0613""","=""4d9.5s""","=""3D""","=""3""","=""4d9.5p""","=""3D*""","=""3""",7,7,,"=""""","=""L9885""",
"=""66.1812""","=""0.0009""","=""66.182+""","=""260""","=""""",,"=""58.2785""","=""77.0124""","=""4d9.5s""","=""3D""","=""1""","=""4d9.5p""","=""3D*""","=""2""",3,5,,"=""""","=""L9885""",
"=""67.0810""","=""0.0009""","=""67.081+""","=""75""","=""""",,"=""56.2229""","=""74.7056""","=""4d9.5s""","=""3D""","=""3""","=""4d9.5p""","=""1D*""","=""2""",7,5,,"=""""","=""L9885""",
"=""67.3602""","=""0.0009""","=""67.361+""","=""239""","=""""",,"=""56.6553""","=""75.0613""","=""4d9.5s""","=""3D""","=""2""","=""4d9.5p""","=""3D*""","=""3""",5,7,,"=""""","=""L9885""",
