obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""1012.6435681""","=""0.0000004""","=""""","=""6.5681e+07""",AA,"=""(51.0167820625)""","=""(52.24114374648)""","=""4f""","=""2F*""","=""5/2""","=""5g""","=""2G""","=""7/2""",6,8,,"=""T7771""","=""""",
"=""""","=""1012.6436011""","=""0.0000010""","=""""","=""4.1378e+07""",AA,"=""(51.0167821170)""","=""(52.2411437612)""","=""4d""","=""2D""","=""5/2""","=""5f""","=""2F*""","=""7/2""",6,8,,"=""T7771""","=""""",
"=""""","=""1012.6499386""","=""0.0000007""","=""""","=""3.8486e+04""",AA,"=""(51.0167820625)""","=""(52.2411360441)""","=""4f""","=""2F*""","=""5/2""","=""5d""","=""2D""","=""5/2""",6,6,,"=""T7771""","=""""",
"=""""","=""1012.6500070""","=""0.0000010""","=""""","=""2.7587e+06""",AA,"=""(51.0167821170)""","=""(52.2411360160)""","=""4d""","=""2D""","=""5/2""","=""5f""","=""2F*""","=""5/2""",6,6,,"=""T7771""","=""""",
"=""""","=""1012.6522361""","=""0.0000004""","=""""","=""6.8113e+07""",AA,"=""(51.0167971898)""","=""(52.24114839357)""","=""4f""","=""2F*""","=""7/2""","=""5g""","=""2G""","=""9/2""",8,10,,"=""T7771""","=""""",
"=""""","=""1012.6560797""","=""0.0000004""","=""""","=""2.4326e+06""",AA,"=""(51.0167971898)""","=""(52.24114374648)""","=""4f""","=""2F*""","=""7/2""","=""5g""","=""2G""","=""7/2""",8,8,,"=""T7771""","=""""",
"=""""","=""1012.6624504""","=""0.0000007""","=""""","=""7.6979e+05""",AA,"=""(51.0167971898)""","=""(52.2411360441)""","=""4f""","=""2F*""","=""7/2""","=""5d""","=""2D""","=""5/2""",8,6,,"=""T7771""","=""""",
"=""""","=""1012.6627318""","=""0.0000009""","=""""","=""2.7161e+06""",AA,"=""(51.0167821170)""","=""(52.241120631161)""","=""4d""","=""2D""","=""5/2""","=""5p""","=""2P*""","=""3/2""",6,4,,"=""T7771""","=""""",
"=""""","=""1012.6627510""","=""0.0000007""","=""""","=""8.0837e+05""",AA,"=""(51.0167820625)""","=""(52.2411205533)""","=""4f""","=""2F*""","=""5/2""","=""5d""","=""2D""","=""3/2""",6,4,,"=""T7771""","=""""",
"=""""","=""1012.6731720""","=""0.0000003""","=""""","=""6.8887e+06""",AA,"=""(51.01675201265)""","=""(52.2410779043)""","=""4p""","=""2P*""","=""3/2""","=""5s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""1012.6761483""","=""0.0000009""","=""""","=""3.0191e+06""",AA,"=""(51.0167518615)""","=""(52.24107415495)""","=""4d""","=""2D""","=""3/2""","=""5p""","=""2P*""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""1864.0462401""","=""0.0000014""","=""""","=""5.9966e+06""",AA,"=""(52.24107415495)""","=""(52.9062089342)""","=""5p""","=""2P*""","=""1/2""","=""6d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""1864.0566199""","=""0.0000013""","=""""","=""3.8892e+06""",AA,"=""(52.2410779043)""","=""(52.90620897983)""","=""5s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""1864.1154065""","=""0.0000007""","=""""","=""1.4313e+06""",AA,"=""(52.24107415495)""","=""(52.90618425490)""","=""5p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""1864.1319997""","=""0.0000013""","=""""","=""3.8902e+06""",AA,"=""(52.2410779043)""","=""(52.90618208394)""","=""5s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""1864.1512001""","=""0.0000023""","=""""","=""1.0808e+07""",AA,"=""(52.2411205533)""","=""(52.9062178825)""","=""5d""","=""2D""","=""3/2""","=""6f""","=""2F*""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""1864.1513724""","=""0.0000014""","=""""","=""7.1965e+06""",AA,"=""(52.241120631161)""","=""(52.9062178988)""","=""5p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""1864.1761529""","=""0.0000022""","=""""","=""1.5360e+05""",AA,"=""(52.2411205533)""","=""(52.90620897983)""","=""5d""","=""2D""","=""3/2""","=""6p""","=""2P*""","=""3/2""",4,4,,"=""T7771""","=""""",
