Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
CS v=42,CS v=41,0.0121181214882081,-0.09216999999999942
CS v=42,CS v=40,0.0077984481960382,-0.1860900000000001
CS v=43,CS v=38,0.3124264972969272,-0.46945000000000014
CS v=43,CS v=39,0.0690782505216185,-0.37210000000000054
CS v=43,CS v=40,0.0180912032680236,-0.27645000000000053
CS v=43,CS v=42,0.0129875435202847,-0.09036000000000044
CS v=43,CS v=41,0.0078274500318909,-0.18252999999999986
CS v=44,CS v=39,0.2721202302901986,-0.4606300000000001
CS v=44,CS v=40,0.062501191781178,-0.3649800000000001
CS v=44,CS v=41,0.0171750932892072,-0.2710599999999994
CS v=44,CS v=43,0.0139980439954115,-0.08852999999999955
CS v=44,CS v=42,0.0078919521597196,-0.17889
CS v=45,CS v=40,0.2372340349788323,-0.45162000000000013
CS v=45,CS v=41,0.0566472345646544,-0.35769999999999946
CS v=45,CS v=42,0.0163569698577898,-0.26553000000000004
CS v=45,CS v=44,0.0151840677445391,-0.08664000000000005
CS v=45,CS v=43,0.0079965902668406,-0.1751699999999996
CS v=46,CS v=41,0.2069347949267659,-0.4423699999999995
CS v=46,CS v=42,0.0514216182309316,-0.35020000000000007
CS v=46,CS v=45,0.0165928391123803,-0.08467000000000002
CS v=46,CS v=43,0.0156312834934995,-0.2598399999999996
CS v=46,CS v=44,0.0081476142256713,-0.17131000000000007
CS v=47,CS v=42,0.1805857532055796,-0.4328500000000002
CS v=47,CS v=43,0.0467376596125843,-0.34248999999999974
CS v=47,CS v=46,0.0182903517253602,-0.08265000000000011
CS v=47,CS v=44,0.0149943544890212,-0.2539600000000002
CS v=47,CS v=45,0.0083544347909461,-0.16732000000000014
CS v=48,CS v=43,0.1575601201240727,-0.42300999999999966
CS v=48,CS v=44,0.0425369534904289,-0.3344800000000001
CS v=48,CS v=47,0.0203730513590835,-0.08051999999999992
CS v=48,CS v=45,0.0144439137269303,-0.24784000000000006
CS v=48,CS v=46,0.0086306892993991,-0.16317000000000004
CS v=49,CS v=44,0.1373071088365957,-0.41274999999999995
CS v=49,CS v=45,0.0387657996224895,-0.3261099999999999
CS v=49,CS v=48,0.0229886883585246,-0.07826999999999984
CS v=49,CS v=46,0.0139820799594278,-0.24143999999999988
CS v=49,CS v=47,0.0089968296420067,-0.15878999999999976
