obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""102.2965""","=""0.0005""","=""102.296661""","=""50""","=""1.0e+06""",,"=""4.40325219""","=""16.5233152""","=""5d9.6s2""","=""2D""","=""5/2""","=""5d10.6f""","=""2F*""","=""7/2""",6,8,,"=""T7226""","=""L11760""",
"=""102.7570""","=""0.0005""","=""102.75713""","=""100""","=""1.6e+08""",,"=""7.5144792""","=""19.580230""","=""5d10.6p""","=""2P*""","=""3/2""","=""5d9.6p2""","=""(2D<5/2>,3P<2>)""","=""5/2""",4,6,,"=""T7226""","=""L11760""",
"=""102.9908""","=""0.0005""","=""102.991094""","=""6000""","=""1.2e+05""",,"=""0.0000000""","=""12.0383417""","=""5d10.6s""","=""2S""","=""1/2""","=""5d9.6s.6p""","=""(2D<3/2>,3P<0>)*""","=""3/2""",2,4,,"=""T7226""","=""L11760""",
"=""103.3737""","=""0.0005""","=""103.37370""","=""25""","=""8.2e+06""",,"=""6.3834591""","=""18.377245""","=""5d10.6p""","=""2P*""","=""1/2""","=""5d9.6s.6d""","=""[(2D<5/2>,1/2)<2>,3/2]""","=""3/2""",2,4,,"=""T7226""","=""L11760""",
"=""103.4691""","=""0.0005""","=""103.46904""","=""20""","=""1.6e+07""",,"=""6.3834591""","=""18.366193""","=""5d10.6p""","=""2P*""","=""1/2""","=""5d9.6s.6d""","=""[(2D<5/2>,1/2)<2>,3/2]""","=""1/2""",2,2,,"=""T7226""","=""L11760""",
"=""103.9631""","=""0.0005""","=""103.96315""","=""200000""","=""3.0e+08""",,"=""0.0000000""","=""11.925784""","=""5d10.6s""","=""2S""","=""1/2""","=""5d9.6s.6p""","=""(2D<5/2>,3P<2>)*""","=""1/2""",2,2,,"=""T7226""","=""L11760""",
"=""105.2960""","=""0.0005""","=""""","=""150""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L11760""",
"=""106.2780""","=""0.0004""","=""106.27802""","=""200000""","=""5.2e+07""",,"=""0.0000000""","=""11.666025""","=""5d10.6s""","=""2S""","=""1/2""","=""5d9.6s.6p""","=""(2D<5/2>,3P<2>)*""","=""3/2""",2,4,,"=""T7226""","=""L11760""",
"=""107.0369""","=""0.0005""","=""107.036973""","=""120""","=""2.3e+07""",,"=""6.3834591""","=""17.9667648""","=""5d10.6p""","=""2P*""","=""1/2""","=""5d9.6s.6d""","=""[(2D<5/2>,1/2)<3>,5/2]""","=""3/2""",2,4,,"=""T7226""","=""L11760""",
"=""107.3337""","=""0.0005""","=""107.33344""","=""15l""","=""9.2e+06""",,"=""6.3834591""","=""17.934770""","=""5d10.6p""","=""2P*""","=""1/2""","=""5d10.11d""","=""2D""","=""3/2""",2,4,,"=""T7226""","=""L11760""",
"=""107.4416""","=""0.0005""","=""107.441684""","=""12""","=""3.0e+06""",,"=""6.3834591""","=""17.9231329""","=""5d10.6p""","=""2P*""","=""1/2""","=""5d9.6s.6d""","=""[(2D<5/2>,1/2)<3>,3/2]""","=""3/2""",2,4,,"=""T7226""","=""L11760""",
"=""108.3646""","=""0.0004""","=""108.364837""","=""500""","=""1.5e+07""",,"=""4.40325219""","=""15.8446203""","=""5d9.6s2""","=""2D""","=""5/2""","=""5d10.8p""","=""2P*""","=""3/2""",6,4,,"=""T7226""","=""L11760""",
"=""109.6804""","=""0.0005""","=""109.680142""","=""40""","=""2.1e+07""",,"=""6.3834591""","=""17.6876201""","=""5d10.6p""","=""2P*""","=""1/2""","=""5d10.10d""","=""2D""","=""3/2""",2,4,,"=""T7226""","=""L11760""",
"=""110.5878""","=""0.0005""","=""110.58742""","=""50""","=""3.8e+07""",,"=""6.3834591""","=""17.594878""","=""5d10.6p""","=""2P*""","=""1/2""","=""5d10.11s""","=""2S""","=""1/2""",2,2,,"=""T7226""","=""L11760""",
"=""112.2335""","=""0.0005""","=""112.233231""","=""8""","=""2.0e+07""",,"=""4.40325219""","=""15.4502653""","=""5d9.6s2""","=""2D""","=""5/2""","=""5d9.6s.6p""","=""(2D<3/2>,1P<1>)*""","=""3/2""",6,4,,"=""T7226""","=""L11760""",
"=""112.8046""","=""0.0004""","=""""","=""40""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L11760""",
"=""113.7700""","=""0.0005""","=""113.769879""","=""15""","=""3.2e+06""",,"=""4.40325219""","=""15.3010574""","=""5d9.6s2""","=""2D""","=""5/2""","=""5d10.5f""","=""2F*""","=""5/2""",6,6,,"=""T7226""","=""L11760""",
"=""114.1042""","=""0.0004""","=""114.104255""","=""15""","=""9.2e+06""",,"=""4.40325219""","=""15.2691221""","=""5d9.6s2""","=""2D""","=""5/2""","=""5d10.5f""","=""2F*""","=""7/2""",6,8,,"=""T7226""","=""L11760""",
"=""115.6795""","=""0.0004""","=""115.679453""","=""90""","=""2.3e+07""",,"=""4.40325219""","=""15.1211623""","=""5d9.6s2""","=""2D""","=""5/2""","=""5d9.6s.6p""","=""(2D<3/2>,1P<1>)*""","=""5/2""",6,6,,"=""T7226""","=""L11760""",
"=""116.0382""","=""0.0004""","=""116.038253""","=""900""","=""7.8e+07""",,"=""0.0000000""","=""10.6847695""","=""5d10.6s""","=""2S""","=""1/2""","=""5d9.6s.6p""","=""(2D<5/2>,3P<1>)*""","=""3/2""",2,4,,"=""T7226""","=""L11760""",
"=""116.2197""","=""0.0004""","=""116.219742""","=""5""","=""4.7e+07""",,"=""7.5144792""","=""18.1825633""","=""5d10.6p""","=""2P*""","=""3/2""","=""5d9.6p2""","=""(2D<5/2>,3P<0>)""","=""5/2""",4,6,,"=""T7226""","=""L11760""",
"=""120.3706""","=""0.0004""","=""120.370572""","=""50""","=""9.0e+07""",,"=""6.3834591""","=""16.6836676""","=""5d10.6p""","=""2P*""","=""1/2""","=""5d10.8d""","=""2D""","=""3/2""",2,4,,"=""T7226""","=""L11760""",
"=""123.3433""","=""0.0004""","=""123.34338""","=""60""","=""4.6e+07""",,"=""6.3834591""","=""16.4354135""","=""5d10.6p""","=""2P*""","=""1/2""","=""5d10.9s""","=""2S""","=""1/2""",2,2,,"=""T7226""","=""L11760""",
"=""125.7404""","=""0.0004""","=""125.740656""","=""15""","=""3.5e+06""",,"=""7.5144792""","=""17.3747902""","=""5d10.6p""","=""2P*""","=""3/2""","=""5d9.6s.7s""","=""[(2D<5/2>,1/2)<2>,1/2]""","=""5/2""",4,6,,"=""T7226""","=""L11760""",
"=""126.4541""","=""0.0004""","=""126.454310""","=""20h""","=""4.3e+07""",,"=""7.5144792""","=""17.3191429""","=""5d10.6p""","=""2P*""","=""3/2""","=""5d10.9d""","=""2D""","=""5/2""",4,6,,"=""T7226""","=""L11760""",
"=""126.8828""","=""0.0005""","=""""","=""15h""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L11760""",
"=""127.6793""","=""0.0005""","=""""","=""10h""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L11760""",
"=""127.8444""","=""0.0004""","=""127.84463""","=""40""","=""3.7e+08""",,"=""9.8821930""","=""19.580230""","=""5d9.6s.6p""","=""(2D<5/2>,3P<0>)*""","=""5/2""","=""5d9.6p2""","=""(2D<5/2>,3P<2>)""","=""5/2""",6,6,,"=""T7226""","=""L11760""",
"=""128.4912""","=""0.0005""","=""128.49124""","=""40""","=""3.4e+07""",,"=""7.5144792""","=""17.163713""","=""5d10.6p""","=""2P*""","=""3/2""","=""5d10.10s""","=""2S""","=""1/2""",4,2,,"=""T7226""","=""L11760""",
"=""129.4665""","=""0.0005""","=""129.466742""","=""75""","=""2.2e+07""",,"=""6.2680915""","=""15.8446203""","=""5d9.6s2""","=""2D""","=""3/2""","=""5d10.8p""","=""2P*""","=""3/2""",4,4,,"=""T7226""","=""L11760""",
"=""130.0374""","=""0.0005""","=""""","=""15""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L11760""",
"=""130.4429""","=""0.0004""","=""""","=""40""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L11760""",
"=""130.7928""","=""0.0004""","=""130.792745""","=""1200""","=""6.5e+08""",,"=""4.40325219""","=""13.8826922""","=""5d9.6s2""","=""2D""","=""5/2""","=""5d10.7p""","=""2P*""","=""3/2""",6,4,,"=""T7226""","=""L11760""",
"=""130.8153""","=""0.0004""","=""""","=""150""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L11760""",
"=""130.9135""","=""0.0004""","=""130.913567""","=""130""","=""1.4e+08""",,"=""6.2680915""","=""15.7387828""","=""5d9.6s2""","=""2D""","=""3/2""","=""5d10.8p""","=""2P*""","=""1/2""",4,2,,"=""T7226""","=""L11760""",
"=""131.3964""","=""0.0004""","=""131.396106""","=""15""","=""3.7e+06""",,"=""7.5144792""","=""16.9503903""","=""5d10.6p""","=""2P*""","=""3/2""","=""5d9.6s.7s""","=""[(2D<5/2>,1/2)<3>,1/2]""","=""5/2""",4,6,,"=""T7226""","=""L11760""",
"=""132.1713""","=""0.0004""","=""132.171165""","=""2000""","=""6.7e+08""",,"=""4.40325219""","=""13.7838307""","=""5d9.6s2""","=""2D""","=""5/2""","=""5d9.6s.6p""","=""(2D<3/2>,3P<2>)*""","=""5/2""",6,6,,"=""T7226""","=""L11760""",
"=""132.3042""","=""0.0004""","=""132.30377""","=""60p""","=""6.3e+08""",,"=""9.8821930""","=""19.253370""","=""5d9.6s.6p""","=""(2D<5/2>,3P<0>)*""","=""5/2""","=""5d9.6p2""","=""(2D<5/2>,3P<1>)""","=""5/2""",6,6,,"=""T7226""","=""L11760""",
"=""133.1737""","=""0.0004""","=""133.173839""","=""2000""","=""5.4e+08""",,"=""4.40325219""","=""13.7132037""","=""5d9.6s2""","=""2D""","=""5/2""","=""5d9.6s.6p""","=""(2D<3/2>,3P<2>)*""","=""7/2""",6,8,,"=""T7226""","=""L11760""",
"=""134.7240""","=""0.0004""","=""""","=""100""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L11760""",
"=""134.7775""","=""0.0004""","=""134.77771""","=""120""","=""9.1e+08""",,"=""10.4410074""","=""19.640169""","=""5d9.6s.6p""","=""(2D<5/2>,3P<1>)*""","=""7/2""","=""5d9.6p2""","=""(2D<5/2>,3P<2>)""","=""7/2""",8,8,,"=""T7226""","=""L11760""",
"=""134.9689""","=""0.0004""","=""134.96897""","=""50""","=""8.8e+07""",,"=""7.5144792""","=""16.7006053""","=""5d10.6p""","=""2P*""","=""3/2""","=""5d10.8d""","=""2D""","=""5/2""",4,6,,"=""T7226""","=""L11760""",
"=""135.0268""","=""0.0004""","=""135.027064""","=""4000""","=""2.2e+09""",,"=""6.2680915""","=""15.4502653""","=""5d9.6s2""","=""2D""","=""3/2""","=""5d9.6s.6p""","=""(2D<3/2>,1P<1>)*""","=""3/2""",4,4,,"=""T7226""","=""L11760""",
"=""135.2186""","=""0.0005""","=""135.21829""","=""5""","=""1.5e+07""",,"=""7.5144792""","=""16.6836676""","=""5d10.6p""","=""2P*""","=""3/2""","=""5d10.8d""","=""2D""","=""3/2""",4,4,,"=""T7226""","=""L11760""",
"=""135.2496""","=""0.0005""","=""135.24960""","=""20""","=""1.4e+08""",,"=""11.8017287""","=""20.968795""","=""5d9.6s.6p""","=""(2D<5/2>,3P<2>)*""","=""7/2""","=""5d9.6p2""","=""(2D<5/2>,1D<2>)""","=""7/2""",8,8,,"=""T7226""","=""L11760""",
"=""135.4289""","=""0.0004""","=""135.428941""","=""400""","=""2.1e+08""",,"=""6.3834591""","=""15.5383855""","=""5d10.6p""","=""2P*""","=""1/2""","=""5d10.7d""","=""2D""","=""3/2""",2,4,,"=""T7226""","=""L11760""",
"=""135.6982""","=""0.0005""","=""135.69789""","=""20w""","=""1.1e+09""",,"=""10.4410074""","=""19.577789""","=""5d9.6s.6p""","=""(2D<5/2>,3P<1>)*""","=""7/2""","=""5d9.6p2""","=""(2D<5/2>,3P<2>)""","=""9/2""",8,10,,"=""T7226""","=""L11760""",
"=""135.7276""","=""0.0004""","=""135.727523""","=""120""","=""2.5e+07""",,"=""4.40325219""","=""13.5380390""","=""5d9.6s2""","=""2D""","=""5/2""","=""5d9.6s.6p""","=""(2D<3/2>,3P<2>)*""","=""3/2""",6,4,,"=""T7226""","=""L11760""",
"=""135.9203""","=""0.0004""","=""135.92034""","=""90""","=""6.6e+08""",,"=""10.5183412""","=""19.640169""","=""5d9.6s.6p""","=""(2D<5/2>,3P<1>)*""","=""5/2""","=""5d9.6p2""","=""(2D<5/2>,3P<2>)""","=""7/2""",6,8,,"=""T7226""","=""L11760""",
"=""135.9932""","=""0.0005""","=""""","=""20""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L11760""",
"=""136.1263""","=""0.0004""","=""136.126452""","=""6000""","=""1.6e+09""",,"=""4.40325219""","=""13.5112688""","=""5d9.6s2""","=""2D""","=""5/2""","=""5d9.6s.6p""","=""(2D<5/2>,1P<1>)*""","=""5/2""",6,6,,"=""T7226""","=""L11760""",
"=""136.8194""","=""0.0004""","=""136.81937""","=""12""","=""3.5e+08""",,"=""10.5183412""","=""19.580230""","=""5d9.6s.6p""","=""(2D<5/2>,3P<1>)*""","=""5/2""","=""5d9.6p2""","=""(2D<5/2>,3P<2>)""","=""5/2""",6,6,,"=""T7226""","=""L11760""",
"=""137.2573""","=""0.0004""","=""137.257462""","=""1200""","=""5.7e+08""",,"=""6.2680915""","=""15.3010574""","=""5d9.6s2""","=""2D""","=""3/2""","=""5d10.5f""","=""2F*""","=""5/2""",4,6,,"=""T7226""","=""L11760""",
"=""137.9543""","=""0.0006""","=""""","=""15""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L11760""",
"=""138.2203""","=""0.0004""","=""138.22017""","=""300""","=""1.5e+09""",,"=""9.8821930""","=""18.852244""","=""5d9.6s.6p""","=""(2D<5/2>,3P<0>)*""","=""5/2""","=""5d9.6p2""","=""(2D<5/2>,3P<1>)""","=""7/2""",6,8,,"=""T7226""","=""L11760""",
"=""138.9812""","=""0.0004""","=""138.98118""","=""60""","=""7.0e+07""",,"=""7.5144792""","=""16.4354135""","=""5d10.6p""","=""2P*""","=""3/2""","=""5d10.9s""","=""2S""","=""1/2""",4,2,,"=""T7226""","=""L11760""",
"=""139.3791""","=""0.0010""","=""139.37918""","=""40p""","=""6.0e+08""",,"=""10.6847695""","=""19.580230""","=""5d9.6s.6p""","=""(2D<5/2>,3P<1>)*""","=""3/2""","=""5d9.6p2""","=""(2D<5/2>,3P<2>)""","=""5/2""",4,6,,"=""T7226""","=""L11760""",
"=""140.0461""","=""0.0004""","=""140.046545""","=""2000""","=""1.6e+09""",,"=""6.2680915""","=""15.1211623""","=""5d9.6s2""","=""2D""","=""3/2""","=""5d9.6s.6p""","=""(2D<3/2>,1P<1>)*""","=""5/2""",4,6,,"=""T7226""","=""L11760""",
"=""140.4534""","=""0.0003""","=""140.45304""","=""800""","=""2.0e+09""",,"=""6.2680915""","=""15.095540""","=""5d9.6s2""","=""2D""","=""3/2""","=""5d9.6s.6p""","=""(2D<3/2>,1P<1>)*""","=""1/2""",4,2,,"=""T7226""","=""L11760""",
"=""140.6940""","=""0.0004""","=""140.69349""","=""50""","=""1.8e+08""",,"=""10.4410074""","=""19.253370""","=""5d9.6s.6p""","=""(2D<5/2>,3P<1>)*""","=""7/2""","=""5d9.6p2""","=""(2D<5/2>,3P<1>)""","=""5/2""",8,6,,"=""T7226""","=""L11760""",
"=""141.4420""","=""0.0004""","=""141.44185""","=""45000""","=""1.8e+09""",,"=""4.40325219""","=""13.1689890""","=""5d9.6s2""","=""2D""","=""5/2""","=""5d9.6s.6p""","=""(2D<5/2>,1P<1>)*""","=""7/2""",6,8,,"=""T7226""","=""L11760""",
"=""141.7005""","=""0.0004""","=""141.700484""","=""15000""","=""1.1e+09""",,"=""4.40325219""","=""13.1529893""","=""5d9.6s2""","=""2D""","=""5/2""","=""5d9.6s.6p""","=""(2D<5/2>,1P<1>)*""","=""3/2""",6,4,,"=""T7226""","=""L11760""",
"=""141.9393""","=""0.0004""","=""141.93909""","=""150""","=""7.3e+08""",,"=""10.5183412""","=""19.253370""","=""5d9.6s.6p""","=""(2D<5/2>,3P<1>)*""","=""5/2""","=""5d9.6p2""","=""(2D<5/2>,3P<1>)""","=""5/2""",6,6,,"=""T7226""","=""L11760""",
"=""142.9992""","=""0.0004""","=""142.999006""","=""150""","=""8.5e+07""",,"=""6.3834591""","=""15.0537431""","=""5d10.6p""","=""2P*""","=""1/2""","=""5d10.8s""","=""2S""","=""1/2""",2,2,,"=""T7226""","=""L11760""",
"=""144.6961""","=""0.0004""","=""144.69598""","=""80""","=""1.6e+08""",,"=""10.6847695""","=""19.253370""","=""5d9.6s.6p""","=""(2D<5/2>,3P<1>)*""","=""3/2""","=""5d9.6p2""","=""(2D<5/2>,3P<1>)""","=""5/2""",4,6,,"=""T7226""","=""L11760""",
"=""145.9482""","=""0.0004""","=""145.94873""","=""20""","=""1.1e+08""",,"=""9.8821930""","=""18.377245""","=""5d9.6s.6p""","=""(2D<5/2>,3P<0>)*""","=""5/2""","=""5d9.6s.6d""","=""[(2D<5/2>,1/2)<2>,3/2]""","=""3/2""",6,4,,"=""T7226""","=""L11760""",
"=""147.4029""","=""0.0004""","=""147.40306""","=""40""","=""2.1e+08""",,"=""10.4410074""","=""18.852244""","=""5d9.6s.6p""","=""(2D<5/2>,3P<1>)*""","=""7/2""","=""5d9.6p2""","=""(2D<5/2>,3P<1>)""","=""7/2""",8,8,,"=""T7226""","=""L11760""",
"=""147.7776""","=""0.0004""","=""147.77761""","=""3500""","=""3.8e+08""",,"=""4.40325219""","=""12.7931699""","=""5d9.6s2""","=""2D""","=""5/2""","=""5d9.6s.6p""","=""(2D<3/2>,3P<1>)*""","=""3/2""",6,4,,"=""T7226""","=""L11760""",
"=""148.6563""","=""0.0004""","=""148.65658""","=""5""","=""8.9e+07""",,"=""11.299859""","=""19.640169""","=""5d9.6s.6p""","=""(2D<5/2>,3P<2>)*""","=""9/2""","=""5d9.6p2""","=""(2D<5/2>,3P<2>)""","=""7/2""",10,8,,"=""T7226""","=""L11760""",
"=""149.1545""","=""0.0004""","=""149.1543""","=""40""","=""3.5e+08""",,"=""11.666025""","=""19.978504""","=""5d9.6s.6p""","=""(2D<5/2>,3P<2>)*""","=""3/2""","=""5d9.6s.6d""","=""[(2D<3/2>,1/2)<1>,3/2]""","=""5/2""",4,6,,"=""T7226""","=""L11760""",
"=""149.6997""","=""0.0004""","=""149.69966""","=""150""","=""4.0e+08""",,"=""9.8821930""","=""18.1643892""","=""5d9.6s.6p""","=""(2D<5/2>,3P<0>)*""","=""5/2""","=""5d9.6s.6d""","=""[(2D<5/2>,1/2)<3>,5/2]""","=""7/2""",6,8,,"=""T7226""","=""L11760""",
"=""149.7767""","=""0.0003""","=""149.7768""","=""25w""","=""1.2e+09""",,"=""11.299859""","=""19.577789""","=""5d9.6s.6p""","=""(2D<5/2>,3P<2>)*""","=""9/2""","=""5d9.6p2""","=""(2D<5/2>,3P<2>)""","=""9/2""",10,10,,"=""T7226""","=""L11760""",
"=""150.9135""","=""0.0004""","=""150.91371""","=""35""","=""7.2e+07""",,"=""9.8821930""","=""18.0977621""","=""5d9.6s.6p""","=""(2D<5/2>,3P<0>)*""","=""5/2""","=""5d9.6s.6d""","=""[(2D<5/2>,1/2)<3>,3/2]""","=""7/2""",6,8,,"=""T7226""","=""L11760""",
"=""151.1622""","=""0.0004""","=""151.16237""","=""250""","=""9.3e+08""",,"=""9.8821930""","=""18.0842477""","=""5d9.6s.6p""","=""(2D<5/2>,3P<0>)*""","=""5/2""","=""5d9.6s.6d""","=""[(2D<5/2>,1/2)<3>,3/2]""","=""5/2""",6,6,,"=""T7226""","=""L11760""",
"=""152.7501""","=""0.0005""","=""152.75035""","=""125""","=""3.0e+08""",,"=""9.8821930""","=""17.9989795""","=""5d9.6s.6p""","=""(2D<5/2>,3P<0>)*""","=""5/2""","=""5d9.6s.6d""","=""[(2D<5/2>,1/2)<3>,5/2]""","=""5/2""",6,6,,"=""T7226""","=""L11760""",
"=""153.0298""","=""0.0004""","=""153.02981""","=""800""","=""6.0e+06""",,"=""4.40325219""","=""12.5052160""","=""5d9.6s2""","=""2D""","=""5/2""","=""5d9.6s.6p""","=""(2D<3/2>,3P<1>)*""","=""5/2""",6,6,,"=""T7226""","=""L11760""",
"=""153.3589""","=""0.0004""","=""153.35902""","=""125""","=""3.8e+08""",,"=""9.8821930""","=""17.9667648""","=""5d9.6s.6p""","=""(2D<5/2>,3P<0>)*""","=""5/2""","=""5d9.6s.6d""","=""[(2D<5/2>,1/2)<3>,5/2]""","=""3/2""",6,4,,"=""T7226""","=""L11760""",
"=""153.9140""","=""0.0004""","=""153.914174""","=""800""","=""1.8e+08""",,"=""7.5144792""","=""15.5698905""","=""5d10.6p""","=""2P*""","=""3/2""","=""5d10.7d""","=""2D""","=""5/2""",4,6,,"=""T7226""","=""L11760""",
"=""153.9708""","=""0.0005""","=""153.97046""","=""3w""","=""1.6e+08""",,"=""12.0383417""","=""20.090809""","=""5d9.6s.6p""","=""(2D<3/2>,3P<0>)*""","=""3/2""","=""5d9.6s.6d""","=""[(2D<3/2>,1/2)<1>,5/2]""","=""5/2""",4,6,,"=""T7226""","=""L11760""",
"=""154.1910""","=""0.0004""","=""154.19118""","=""350""","=""1.2e+09""",,"=""9.8821930""","=""17.9231329""","=""5d9.6s.6p""","=""(2D<5/2>,3P<0>)*""","=""5/2""","=""5d9.6s.6d""","=""[(2D<5/2>,1/2)<3>,3/2]""","=""3/2""",6,4,,"=""T7226""","=""L11760""",
"=""154.5184""","=""0.0004""","=""154.518502""","=""125""","=""3.0e+07""",,"=""7.5144792""","=""15.5383855""","=""5d10.6p""","=""2P*""","=""3/2""","=""5d10.7d""","=""2D""","=""3/2""",4,4,,"=""T7226""","=""L11760""",
"=""156.1149""","=""0.0004""","=""156.11499""","=""20""","=""2.4e+08""",,"=""12.5052160""","=""20.447067""","=""5d9.6s.6p""","=""(2D<3/2>,3P<1>)*""","=""5/2""","=""5d9.6s.6d""","=""[(2D<3/2>,1/2)<2>,5/2]""","=""7/2""",6,8,,"=""T7226""","=""L11760""",
"=""156.1479""","=""0.0005""","=""156.1482""","=""300u""","=""8.2e+08""",,"=""12.0383417""","=""19.978504""","=""5d9.6s.6p""","=""(2D<3/2>,3P<0>)*""","=""3/2""","=""5d9.6s.6d""","=""[(2D<3/2>,1/2)<1>,3/2]""","=""5/2""",4,6,,"=""T7226""","=""L11760""",
"=""156.6602""","=""0.0004""","=""156.66032""","=""10""","=""1.8e+08""",,"=""11.666025""","=""19.580230""","=""5d9.6s.6p""","=""(2D<5/2>,3P<2>)*""","=""3/2""","=""5d9.6p2""","=""(2D<5/2>,3P<2>)""","=""5/2""",4,6,,"=""T7226""","=""L11760""",
"=""157.7621""","=""0.0004""","=""157.76272""","=""50""","=""1.3e+08""",,"=""10.5183412""","=""18.377245""","=""5d9.6s.6p""","=""(2D<5/2>,3P<1>)*""","=""5/2""","=""5d9.6s.6d""","=""[(2D<5/2>,1/2)<2>,3/2]""","=""3/2""",6,4,,"=""T7226""","=""L11760""",
"=""158.1748""","=""0.0003""","=""158.17457""","=""250""","=""7.0e+08""",,"=""11.8017287""","=""19.640169""","=""5d9.6s.6p""","=""(2D<5/2>,3P<2>)*""","=""7/2""","=""5d9.6p2""","=""(2D<5/2>,3P<2>)""","=""7/2""",8,8,,"=""T7226""","=""L11760""",
"=""158.4674""","=""0.0003""","=""158.46728""","=""125""","=""3.0e+08""",,"=""11.8162072""","=""19.640169""","=""5d9.6s.6p""","=""(2D<5/2>,3P<2>)*""","=""5/2""","=""5d9.6p2""","=""(2D<5/2>,3P<2>)""","=""7/2""",6,8,,"=""T7226""","=""L11760""",
