obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""59.3349""","=""0.0005""","=""59.3338+""","=""20""","=""""",,"=""2.17105""","=""23.06709""","=""5s2.5p3""","=""2D*""","=""5/2""","=""5s2.5p2.(1D).6s""","=""2D""","=""5/2""",6,6,,"=""""","=""L11173""",
"=""59.8073""","=""0.0005""","=""59.8063+""","=""20""","=""""",,"=""0.00000""","=""20.73095""","=""5s2.5p3""","=""4S*""","=""3/2""","=""5s2.5p2.(3P).6s""","=""2P""","=""1/2""",4,2,,"=""""","=""L11173""",
"=""60.0940""","=""0.0005""","=""60.0943+""","=""20""","=""""",,"=""4.41999""","=""25.05158""","=""5s2.5p3""","=""2P*""","=""3/2""","=""5s2.5p2.(1S).6s""","=""2S""","=""1/2""",4,2,,"=""""","=""L11173""",
"=""60.2440""","=""0.0005""","=""60.2427+""","=""25""","=""""",,"=""0.00000""","=""20.58079""","=""5s2.5p3""","=""4S*""","=""3/2""","=""5s.5p4""","=""2P""","=""3/2""",4,4,,"=""""","=""L11173""",
"=""60.338""","=""0.001""","=""60.3378+""","=""8""","=""""",,"=""1.64490""","=""22.19323""","=""5s2.5p3""","=""2D*""","=""3/2""","=""5s2.5p2.(1D).5d""","=""2D""","=""5/2""",4,6,,"=""""","=""L10936""",
"=""60.5042""","=""0.0005""","=""60.5034+""","=""55""","=""""",,"=""0.00000""","=""20.49211""","=""5s2.5p3""","=""4S*""","=""3/2""","=""5s2.5p2.(3P).6s""","=""4P""","=""3/2""",4,4,,"=""""","=""L11173""",
"=""60.5842""","=""0.0005""","=""60.5839+""","=""6""","=""""",,"=""2.17105""","=""22.63592""","=""5s2.5p3""","=""2D*""","=""5/2""","=""5s2.5p2.(1D).5d""","=""2P""","=""3/2""",6,4,,"=""""","=""L11173""",
"=""60.7231""","=""0.0005""","=""60.7223+""","=""2""","=""""",,"=""1.64490""","=""22.06312""","=""5s2.5p3""","=""2D*""","=""3/2""","=""5s.5p4""","=""2P""","=""1/2""",4,2,,"=""""","=""L11173""",
"=""61.1274""","=""0.0005""","=""61.1259+""","=""20""","=""""",,"=""0.00000""","=""20.28341""","=""5s2.5p3""","=""4S*""","=""3/2""","=""5s2.5p2.(3P).5d""","=""2D""","=""3/2""",4,4,,"=""""","=""L11173""",
"=""61.4002""","=""0.0005""","=""61.4000+""","=""65""","=""""",,"=""0.00000""","=""20.19287""","=""5s2.5p3""","=""4S*""","=""3/2""","=""5s2.5p2.(3P).5d""","=""4P""","=""1/2""",4,2,,"=""""","=""L11173""",
"=""61.4044""","=""0.0005""","=""61.4042+""","=""65""","=""""",,"=""1.64490""","=""21.83637""","=""5s2.5p3""","=""2D*""","=""3/2""","=""5s2.5p2.(1D).5d""","=""2D""","=""3/2""",4,4,,"=""""","=""L11173""",
"=""61.4351""","=""0.0005""","=""61.4345+""","=""60""","=""""",,"=""1.64490""","=""21.82641""","=""5s2.5p3""","=""2D*""","=""3/2""","=""5s2.5p2.(3P).5d""","=""2F""","=""5/2""",4,6,,"=""""","=""L11173""",
"=""61.6028""","=""0.0005""","=""61.6018+""","=""52""","=""""",,"=""3.47607""","=""23.60279""","=""5s2.5p3""","=""2P*""","=""1/2""","=""5s2.5p2.(1S).5d""","=""2D""","=""3/2""",2,4,,"=""""","=""L11173""",
"=""61.9249""","=""0.0005""","=""61.9234+""","=""55""","=""""",,"=""2.17105""","=""22.19323""","=""5s2.5p3""","=""2D*""","=""5/2""","=""5s2.5p2.(1D).5d""","=""2D""","=""5/2""",6,6,,"=""""","=""L11173""",
"=""61.9449""","=""0.0005""","=""61.9446+""","=""70""","=""""",,"=""0.00000""","=""20.01535""","=""5s2.5p3""","=""4S*""","=""3/2""","=""5s2.5p2.(3P).5d""","=""4P""","=""3/2""",4,4,,"=""""","=""L11173""",
"=""62.3406""","=""0.0005""","=""62.3392+""","=""75""","=""""",,"=""2.17105""","=""22.05968""","=""5s2.5p3""","=""2D*""","=""5/2""","=""5s2.5p2.(3P).5d""","=""2F""","=""7/2""",6,8,,"=""""","=""L11173""",
"=""62.4086""","=""0.0005""","=""62.4079+""","=""5""","=""""",,"=""3.47607""","=""23.34283""","=""5s2.5p3""","=""2P*""","=""1/2""","=""5s2.5p2.(1D).5d""","=""2S""","=""1/2""",2,2,,"=""""","=""L11173""",
"=""62.5177""","=""0.0005""","=""62.5177+""","=""40bl""","=""""",,"=""1.64490""","=""21.47677""","=""5s2.5p3""","=""2D*""","=""3/2""","=""5s2.5p2.(3P).6s""","=""2P""","=""3/2""",4,4,,"=""""","=""L11173""",
"=""62.6402""","=""0.0005""","=""62.6398+""","=""85""","=""""",,"=""0.00000""","=""19.79318""","=""5s2.5p3""","=""4S*""","=""3/2""","=""5s2.5p2.(3P).5d""","=""4P""","=""5/2""",4,6,,"=""""","=""L11173""",
"=""62.6473""","=""0.0005""","=""62.6468+""","=""50""","=""""",,"=""1.64490""","=""21.43590""","=""5s2.5p3""","=""2D*""","=""3/2""","=""5s2.5p2.(1D).5d""","=""2P""","=""1/2""",4,2,,"=""""","=""L11173""",
"=""63.0473""","=""0.0005""","=""63.0471+""","=""50""","=""""",,"=""2.17105""","=""21.83637""","=""5s2.5p3""","=""2D*""","=""5/2""","=""5s2.5p2.(1D).5d""","=""2D""","=""3/2""",6,4,,"=""""","=""L11173""",
"=""63.0797""","=""0.0005""","=""63.0791+""","=""65""","=""""",,"=""2.17105""","=""21.82641""","=""5s2.5p3""","=""2D*""","=""5/2""","=""5s2.5p2.(3P).5d""","=""2F""","=""5/2""",6,6,,"=""""","=""L11173""",
"=""63.6051""","=""0.0005""","=""63.6038+""","=""65""","=""""",,"=""1.64490""","=""21.13810""","=""5s2.5p3""","=""2D*""","=""3/2""","=""5s2.5p2.(3P).6s""","=""4P""","=""5/2""",4,6,,"=""""","=""L11173""",
"=""63.6117""","=""0.0005""","=""63.6112+""","=""60""","=""""",,"=""0.00000""","=""19.49094""","=""5s2.5p3""","=""4S*""","=""3/2""","=""5s2.5p2.(3P).6s""","=""4P""","=""1/2""",4,2,,"=""""","=""L11173""",
"=""64.2123""","=""0.0005""","=""64.2118+""","=""75""","=""""",,"=""1.64490""","=""20.95352""","=""5s2.5p3""","=""2D*""","=""3/2""","=""5s2.5p2.(3P).5d""","=""2D""","=""5/2""",4,6,,"=""""","=""L11173""",
"=""64.2215""","=""0.0005""","=""64.2215+""","=""60""","=""""",,"=""2.17105""","=""21.47677""","=""5s2.5p3""","=""2D*""","=""5/2""","=""5s2.5p2.(3P).6s""","=""2P""","=""3/2""",6,4,,"=""""","=""L11173""",
"=""64.6339""","=""0.0005""","=""64.6330+""","=""50""","=""""",,"=""4.41999""","=""23.60279""","=""5s2.5p3""","=""2P*""","=""3/2""","=""5s2.5p2.(1S).5d""","=""2D""","=""3/2""",4,4,,"=""""","=""L11173""",
"=""64.7110""","=""0.0005""","=""64.7104+""","=""60""","=""""",,"=""3.47607""","=""22.63592""","=""5s2.5p3""","=""2P*""","=""1/2""","=""5s2.5p2.(1D).5d""","=""2P""","=""3/2""",2,4,,"=""""","=""L11173""",
"=""64.7764""","=""0.0005""","=""64.7749+""","=""75""","=""""",,"=""4.41999""","=""23.56078""","=""5s2.5p3""","=""2P*""","=""3/2""","=""5s2.5p2.(1S).5d""","=""2D""","=""5/2""",4,6,,"=""""","=""L11173""",
"=""64.9614""","=""0.0005""","=""64.9606+""","=""50""","=""""",,"=""1.64490""","=""20.73095""","=""5s2.5p3""","=""2D*""","=""3/2""","=""5s2.5p2.(3P).6s""","=""2P""","=""1/2""",4,2,,"=""""","=""L11173""",
"=""65.3695""","=""0.0005""","=""65.3682+""","=""80""","=""""",,"=""2.17105""","=""21.13810""","=""5s2.5p3""","=""2D*""","=""5/2""","=""5s2.5p2.(3P).6s""","=""4P""","=""5/2""",6,6,,"=""""","=""L11173""",
"=""65.4765""","=""0.0005""","=""65.4758+""","=""65""","=""""",,"=""1.64490""","=""20.58079""","=""5s2.5p3""","=""2D*""","=""3/2""","=""5s.5p4""","=""2P""","=""3/2""",4,4,,"=""""","=""L11173""",
"=""65.5220""","=""0.0005""","=""65.5209+""","=""55""","=""""",,"=""4.41999""","=""23.34283""","=""5s2.5p3""","=""2P*""","=""3/2""","=""5s2.5p2.(1D).5d""","=""2S""","=""1/2""",4,2,,"=""""","=""L11173""",
"=""65.783""","=""0.001""","=""65.7838+""","=""0.5""","=""""",,"=""1.64490""","=""20.49211""","=""5s2.5p3""","=""2D*""","=""3/2""","=""5s2.5p2.(3P).6s""","=""4P""","=""3/2""",4,4,,"=""""","=""L10936""",
"=""65.8333""","=""0.0005""","=""65.8340+""","=""40""","=""""",,"=""4.41999""","=""23.25285""","=""5s2.5p3""","=""2P*""","=""3/2""","=""5s2.5p2.(1D).6s""","=""2D""","=""3/2""",4,4,,"=""""","=""L11173""",
"=""66.0111""","=""0.0005""","=""66.0106+""","=""50""","=""""",,"=""2.17105""","=""20.95352""","=""5s2.5p3""","=""2D*""","=""5/2""","=""5s2.5p2.(3P).5d""","=""2D""","=""5/2""",6,6,,"=""""","=""L11173""",
"=""66.3410""","=""0.0005""","=""66.3406+""","=""20""","=""""",,"=""0.00000""","=""18.68904""","=""5s2.5p3""","=""4S*""","=""3/2""","=""5s.5p4""","=""2S""","=""1/2""",4,2,,"=""""","=""L11173""",
"=""66.4912""","=""0.0005""","=""66.4898+""","=""25""","=""""",,"=""4.41999""","=""23.06709""","=""5s2.5p3""","=""2P*""","=""3/2""","=""5s2.5p2.(1D).6s""","=""2D""","=""5/2""",4,6,,"=""""","=""L11173""",
"=""66.5212""","=""0.0005""","=""66.5205+""","=""70""","=""""",,"=""1.64490""","=""20.28341""","=""5s2.5p3""","=""2D*""","=""3/2""","=""5s2.5p2.(3P).5d""","=""2D""","=""3/2""",4,4,,"=""""","=""L11173""",
"=""66.7049""","=""0.0005""","=""66.7046+""","=""65""","=""""",,"=""3.47607""","=""22.06312""","=""5s2.5p3""","=""2P*""","=""1/2""","=""5s.5p4""","=""2P""","=""1/2""",2,2,,"=""""","=""L11173""",
"=""66.8462""","=""0.0005""","=""66.8451+""","=""25bl""","=""""",,"=""1.64490""","=""20.19287""","=""5s2.5p3""","=""2D*""","=""3/2""","=""5s2.5p2.(3P).5d""","=""4P""","=""1/2""",4,2,,"=""""","=""L11173""",
"=""67.2565""","=""0.0005""","=""67.2563+""","=""75""","=""""",,"=""0.00000""","=""18.43459""","=""5s2.5p3""","=""4S*""","=""3/2""","=""5s2.5p2.(3P).5d""","=""4D""","=""5/2""",4,6,,"=""""","=""L11173""",
"=""67.3480""","=""0.0005""","=""67.3471+""","=""70""","=""""",,"=""2.17105""","=""20.58079""","=""5s2.5p3""","=""2D*""","=""5/2""","=""5s.5p4""","=""2P""","=""3/2""",6,4,,"=""""","=""L11173""",
"=""67.4906""","=""0.0005""","=""67.4911+""","=""30""","=""""",,"=""1.64490""","=""20.01535""","=""5s2.5p3""","=""2D*""","=""3/2""","=""5s2.5p2.(3P).5d""","=""4P""","=""3/2""",4,4,,"=""""","=""L11173""",
"=""67.5284""","=""0.0005""","=""67.5284+""","=""30""","=""""",,"=""3.47607""","=""21.83637""","=""5s2.5p3""","=""2P*""","=""1/2""","=""5s2.5p2.(1D).5d""","=""2D""","=""3/2""",2,4,,"=""""","=""L11173""",
"=""67.6742""","=""0.0005""","=""67.6731+""","=""25""","=""""",,"=""2.17105""","=""20.49211""","=""5s2.5p3""","=""2D*""","=""5/2""","=""5s2.5p2.(3P).6s""","=""4P""","=""3/2""",6,4,,"=""""","=""L11173""",
"=""68.0647""","=""0.0005""","=""68.0636+""","=""35""","=""""",,"=""4.41999""","=""22.63592""","=""5s2.5p3""","=""2P*""","=""3/2""","=""5s2.5p2.(1D).5d""","=""2P""","=""3/2""",4,4,,"=""""","=""L11173""",
"=""68.3180""","=""0.0005""","=""68.3173+""","=""35""","=""""",,"=""1.64490""","=""19.79318""","=""5s2.5p3""","=""2D*""","=""3/2""","=""5s2.5p2.(3P).5d""","=""4P""","=""5/2""",4,6,,"=""""","=""L11173""",
"=""68.3971""","=""0.0005""","=""68.3964+""","=""70""","=""""",,"=""0.00000""","=""18.12730""","=""5s2.5p3""","=""4S*""","=""3/2""","=""5s2.5p2.(3P).5d""","=""4D""","=""3/2""",4,4,,"=""""","=""L11173""",
"=""68.4543""","=""0.0005""","=""68.4528+""","=""75""","=""""",,"=""2.17105""","=""20.28341""","=""5s2.5p3""","=""2D*""","=""5/2""","=""5s2.5p2.(3P).5d""","=""2D""","=""3/2""",6,4,,"=""""","=""L11173""",
"=""68.8784""","=""0.0005""","=""68.8774+""","=""45""","=""""",,"=""3.47607""","=""21.47677""","=""5s2.5p3""","=""2P*""","=""1/2""","=""5s2.5p2.(3P).6s""","=""2P""","=""3/2""",2,4,,"=""""","=""L11173""",
"=""68.9147""","=""0.001""","=""68.9153+""","=""0""","=""""",,"=""0.00000""","=""17.99081""","=""5s2.5p3""","=""4S*""","=""3/2""","=""5s2.5p2.(3P).5d""","=""4D""","=""1/2""",4,2,,"=""""","=""u16""",
"=""69.033""","=""0.001""","=""69.0342+""","=""4""","=""""",,"=""3.47607""","=""21.43590""","=""5s2.5p3""","=""2P*""","=""1/2""","=""5s2.5p2.(1D).5d""","=""2P""","=""1/2""",2,2,,"=""""","=""L10936""",
"=""69.4756""","=""0.0005""","=""69.4744+""","=""40""","=""""",,"=""1.64490""","=""19.49094""","=""5s2.5p3""","=""2D*""","=""3/2""","=""5s2.5p2.(3P).6s""","=""4P""","=""1/2""",4,2,,"=""""","=""L11173""",
"=""69.7607""","=""0.0005""","=""69.7589+""","=""50""","=""""",,"=""4.41999""","=""22.19323""","=""5s2.5p3""","=""2P*""","=""3/2""","=""5s2.5p2.(1D).5d""","=""2D""","=""5/2""",4,6,,"=""""","=""L11173""",
"=""69.8552""","=""0.0005""","=""69.8546+""","=""80bl""","=""""",,"=""2.17105""","=""19.91993""","=""5s2.5p3""","=""2D*""","=""5/2""","=""5s2.5p2.(1D).5d""","=""2G""","=""7/2""",6,8,,"=""""","=""L11173""",
"=""70.3583""","=""0.0005""","=""70.3571+""","=""60""","=""""",,"=""2.17105""","=""19.79318""","=""5s2.5p3""","=""2D*""","=""5/2""","=""5s2.5p2.(3P).5d""","=""4P""","=""5/2""",6,6,,"=""""","=""L11173""",
"=""70.5094""","=""0.0005""","=""70.5097+""","=""65""","=""""",,"=""0.00000""","=""17.58398""","=""5s2.5p3""","=""4S*""","=""3/2""","=""5s2.5p2.(1D).5d""","=""2F""","=""5/2""",4,6,,"=""""","=""L11173""",
"=""71.1896""","=""0.0005""","=""71.1883+""","=""2""","=""""",,"=""4.41999""","=""21.83637""","=""5s2.5p3""","=""2P*""","=""3/2""","=""5s2.5p2.(1D).5d""","=""2D""","=""3/2""",4,4,,"=""""","=""L11173""",
"=""71.854""","=""0.001""","=""71.8546+""","=""8""","=""""",,"=""3.47607""","=""20.73095""","=""5s2.5p3""","=""2P*""","=""1/2""","=""5s2.5p2.(3P).6s""","=""2P""","=""1/2""",2,2,,"=""""","=""L10936""",
"=""72.2798""","=""0.0005""","=""72.2788+""","=""75""","=""""",,"=""2.17105""","=""19.32466""","=""5s2.5p3""","=""2D*""","=""5/2""","=""5s2.5p2.(3P).5d""","=""4D""","=""7/2""",6,8,,"=""""","=""L11173""",
"=""72.4865""","=""0.0005""","=""72.4854+""","=""30""","=""""",,"=""3.47607""","=""20.58079""","=""5s2.5p3""","=""2P*""","=""1/2""","=""5s.5p4""","=""2P""","=""3/2""",2,4,,"=""""","=""L11173""",
"=""72.8640""","=""0.0005""","=""72.8637+""","=""45""","=""""",,"=""4.41999""","=""21.43590""","=""5s2.5p3""","=""2P*""","=""3/2""","=""5s2.5p2.(1D).5d""","=""2P""","=""1/2""",4,2,,"=""""","=""L11173""",
"=""73.1028""","=""0.0005""","=""73.1014+""","=""40bl""","=""""",,"=""0.00000""","=""16.96058""","=""5s2.5p3""","=""4S*""","=""3/2""","=""5s2.5p2.(3P).5d""","=""2P""","=""1/2""",4,2,,"=""""","=""L11173""",
"=""73.2627""","=""0.0005""","=""73.2623+""","=""75""","=""""",,"=""0.00000""","=""16.92333""","=""5s2.5p3""","=""4S*""","=""3/2""","=""5s2.5p2.(3P).5d""","=""4F""","=""5/2""",4,6,,"=""""","=""L11173""",
"=""73.7685""","=""0.0005""","=""73.7679+""","=""40""","=""""",,"=""3.47607""","=""20.28341""","=""5s2.5p3""","=""2P*""","=""1/2""","=""5s2.5p2.(3P).5d""","=""2D""","=""3/2""",2,4,,"=""""","=""L11173""",
"=""73.8460""","=""0.0005""","=""73.8454+""","=""60""","=""""",,"=""1.64490""","=""18.43459""","=""5s2.5p3""","=""2D*""","=""3/2""","=""5s2.5p2.(3P).5d""","=""4D""","=""5/2""",4,6,,"=""""","=""L11173""",
"=""74.0849""","=""0.0005""","=""74.0847+""","=""40""","=""""",,"=""0.00000""","=""16.73546""","=""5s2.5p3""","=""4S*""","=""3/2""","=""5s2.5p2.(3P).5d""","=""4F""","=""3/2""",4,4,,"=""""","=""L11173""",
"=""74.1621""","=""0.001""","=""74.1616+""","=""0""","=""""",,"=""4.41999""","=""21.13810""","=""5s2.5p3""","=""2P*""","=""3/2""","=""5s2.5p2.(3P).6s""","=""4P""","=""5/2""",4,6,,"=""""","=""u16""",
"=""74.9642""","=""0.0005""","=""74.9635+""","=""20""","=""""",,"=""3.47607""","=""20.01535""","=""5s2.5p3""","=""2P*""","=""1/2""","=""5s2.5p2.(3P).5d""","=""4P""","=""3/2""",2,4,,"=""""","=""L11173""",
"=""75.1727""","=""0.0005""","=""75.1725+""","=""50""","=""""",,"=""0.00000""","=""16.49330""","=""5s2.5p3""","=""4S*""","=""3/2""","=""5s2.5p2.(3P).5d""","=""2P""","=""3/2""",4,4,,"=""""","=""L11173""",
"=""75.2236""","=""0.0005""","=""75.2222+""","=""60""","=""""",,"=""1.64490""","=""18.12730""","=""5s2.5p3""","=""2D*""","=""3/2""","=""5s2.5p2.(3P).5d""","=""4D""","=""3/2""",4,4,,"=""""","=""L11173""",
"=""75.8495""","=""0.0005""","=""75.8503+""","=""55""","=""""",,"=""1.64490""","=""17.99081""","=""5s2.5p3""","=""2D*""","=""3/2""","=""5s2.5p2.(3P).5d""","=""4D""","=""1/2""",4,2,,"=""""","=""L11173""",
"=""76.2352""","=""0.0005""","=""76.2344+""","=""52""","=""""",,"=""2.17105""","=""18.43459""","=""5s2.5p3""","=""2D*""","=""5/2""","=""5s2.5p2.(3P).5d""","=""4D""","=""5/2""",6,6,,"=""""","=""L11173""",
"=""76.7208""","=""0.0005""","=""76.7191+""","=""5""","=""""",,"=""4.41999""","=""20.58079""","=""5s2.5p3""","=""2P*""","=""3/2""","=""5s.5p4""","=""2P""","=""3/2""",4,4,,"=""""","=""L11173""",
"=""77.4196""","=""0.0005""","=""77.4182+""","=""1""","=""""",,"=""3.47607""","=""19.49094""","=""5s2.5p3""","=""2P*""","=""1/2""","=""5s2.5p2.(3P).6s""","=""4P""","=""1/2""",2,2,,"=""""","=""L11173""",
"=""77.7035""","=""0.0005""","=""77.7026+""","=""50""","=""""",,"=""2.17105""","=""18.12730""","=""5s2.5p3""","=""2D*""","=""5/2""","=""5s2.5p2.(3P).5d""","=""4D""","=""3/2""",6,4,,"=""""","=""L11173""",
"=""77.7876""","=""0.0005""","=""77.7863+""","=""15""","=""""",,"=""1.64490""","=""17.58398""","=""5s2.5p3""","=""2D*""","=""3/2""","=""5s2.5p2.(1D).5d""","=""2F""","=""5/2""",4,6,,"=""""","=""L11173""",
"=""78.158""","=""0.001""","=""78.1573+""","=""6""","=""""",,"=""4.41999""","=""20.28341""","=""5s2.5p3""","=""2P*""","=""3/2""","=""5s2.5p2.(3P).5d""","=""2D""","=""3/2""",4,4,,"=""""","=""L10936""",
"=""78.4324""","=""0.0005""","=""78.4311+""","=""45""","=""""",,"=""2.17105""","=""17.97910""","=""5s2.5p3""","=""2D*""","=""5/2""","=""5s2.5p2.(1D).5d""","=""2F""","=""7/2""",6,8,,"=""""","=""L11173""",
"=""79.5000""","=""0.0005""","=""79.5007+""","=""20""","=""""",,"=""4.41999""","=""20.01535""","=""5s2.5p3""","=""2P*""","=""3/2""","=""5s2.5p2.(3P).5d""","=""4P""","=""3/2""",4,4,,"=""""","=""L11173""",
"=""79.6974""","=""0.0005""","=""79.6973+""","=""25""","=""""",,"=""0.00000""","=""15.55688""","=""5s2.5p3""","=""4S*""","=""3/2""","=""5s.5p4""","=""2D""","=""5/2""",4,6,,"=""""","=""L11173""",
"=""80.4410""","=""0.0005""","=""80.4417+""","=""20bl""","=""""",,"=""2.17105""","=""17.58398""","=""5s2.5p3""","=""2D*""","=""5/2""","=""5s2.5p2.(1D).5d""","=""2F""","=""5/2""",6,6,,"=""""","=""L11173""",
"=""80.5695""","=""0.0005""","=""80.5710+""","=""75bl""","=""""",,"=""2.17105""","=""17.55924""","=""5s2.5p3""","=""2D*""","=""5/2""","=""5s2.5p2.(3P).5d""","=""4F""","=""7/2""",6,8,,"=""""","=""L11173""",
"=""80.9533""","=""0.0005""","=""80.9525+""","=""60""","=""""",,"=""1.64490""","=""16.96058""","=""5s2.5p3""","=""2D*""","=""3/2""","=""5s2.5p2.(3P).5d""","=""2P""","=""1/2""",4,2,,"=""""","=""L11173""",
"=""81.1504""","=""0.0005""","=""81.1498+""","=""62""","=""""",,"=""1.64490""","=""16.92333""","=""5s2.5p3""","=""2D*""","=""3/2""","=""5s2.5p2.(3P).5d""","=""4F""","=""5/2""",4,6,,"=""""","=""L11173""",
"=""81.4994""","=""0.0005""","=""81.4990+""","=""35""","=""""",,"=""3.47607""","=""18.68904""","=""5s2.5p3""","=""2P*""","=""1/2""","=""5s.5p4""","=""2S""","=""1/2""",2,2,,"=""""","=""L11173""",
"=""82.0166""","=""0.001""","=""82.0150+""","=""4""","=""""",,"=""0.00000""","=""15.11726""","=""5s2.5p3""","=""4S*""","=""3/2""","=""5s.5p4""","=""2D""","=""3/2""",4,4,,"=""""","=""u16""",
"=""82.1611""","=""0.0005""","=""82.1601+""","=""35""","=""""",,"=""1.64490""","=""16.73546""","=""5s2.5p3""","=""2D*""","=""3/2""","=""5s2.5p2.(3P).5d""","=""4F""","=""3/2""",4,4,,"=""""","=""L11173""",
"=""83.5005""","=""0.0005""","=""83.5001+""","=""45""","=""""",,"=""1.64490""","=""16.49330""","=""5s2.5p3""","=""2D*""","=""3/2""","=""5s2.5p2.(3P).5d""","=""2P""","=""3/2""",4,4,,"=""""","=""L11173""",
"=""84.0439""","=""0.0005""","=""84.0441+""","=""25""","=""""",,"=""2.17105""","=""16.92333""","=""5s2.5p3""","=""2D*""","=""5/2""","=""5s2.5p2.(3P).5d""","=""4F""","=""5/2""",6,6,,"=""""","=""L11173""",
"=""84.623""","=""0.001""","=""84.6238+""","=""0.5""","=""""",,"=""3.47607""","=""18.12730""","=""5s2.5p3""","=""2P*""","=""1/2""","=""5s2.5p2.(3P).5d""","=""4D""","=""3/2""",2,4,,"=""""","=""L10936""",
"=""85.1286""","=""0.0005""","=""85.1282+""","=""65""","=""""",,"=""2.17105""","=""16.73546""","=""5s2.5p3""","=""2D*""","=""5/2""","=""5s2.5p2.(3P).5d""","=""4F""","=""3/2""",6,4,,"=""""","=""L11173""",
"=""85.4189""","=""0.0005""","=""85.4195+""","=""25""","=""""",,"=""3.47607""","=""17.99081""","=""5s2.5p3""","=""2P*""","=""1/2""","=""5s2.5p2.(3P).5d""","=""4D""","=""1/2""",2,2,,"=""""","=""L11173""",
"=""86.5673""","=""0.0005""","=""86.5676+""","=""55""","=""""",,"=""2.17105""","=""16.49330""","=""5s2.5p3""","=""2D*""","=""5/2""","=""5s2.5p2.(3P).5d""","=""2P""","=""3/2""",6,4,,"=""""","=""L11173""",
"=""86.8903""","=""0.0005""","=""86.8903+""","=""35""","=""""",,"=""4.41999""","=""18.68904""","=""5s2.5p3""","=""2P*""","=""3/2""","=""5s.5p4""","=""2S""","=""1/2""",4,2,,"=""""","=""L11173""",
"=""88.004""","=""0.001""","=""88.0035+""","=""11""","=""""",,"=""15.11726""","=""29.20580""","=""5s.5p4""","=""2D""","=""3/2""","=""5s2.5p2.(1S).6p""","=""2P*""","=""3/2""",4,4,,"=""""","=""L11502""",
"=""89.1185""","=""0.0005""","=""89.1204+""","=""40""","=""""",,"=""1.64490""","=""15.55688""","=""5s2.5p3""","=""2D*""","=""3/2""","=""5s.5p4""","=""2D""","=""5/2""",4,6,,"=""""","=""L11173""",
"=""90.451""","=""0.001""","=""90.4512+""","=""8""","=""""",,"=""4.41999""","=""18.12730""","=""5s2.5p3""","=""2P*""","=""3/2""","=""5s2.5p2.(3P).5d""","=""4D""","=""3/2""",4,4,,"=""""","=""L10936""",
