obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""53.933""","=""0.002""","=""53.933+""","=""a""","=""""",,"=""0.0000000""","=""22.9885""","=""5p6""","=""1S""","=""0""","=""5p4.(3P).6s.(4P<5/2>).8p""","=""*""","=""1""",1,3,,"=""""","=""L1526""",
"=""54.054""","=""0.002""","=""54.054+""","=""a""","=""""",,"=""0.0000000""","=""22.9371""","=""5p6""","=""1S""","=""0""","=""5s.5p6.(2S*<1/2>).9p""","=""*""","=""1""",1,3,,"=""""","=""L1526""",
"=""54.418""","=""0.002""","=""54.418+""","=""a""","=""""",,"=""0.0000000""","=""22.7837""","=""5p6""","=""1S""","=""0""","=""5p4.(3P).6s.(4P<3/2>).7p""","=""*""","=""1""",1,3,,"=""""","=""L1526""",
"=""54.608""","=""0.002""","=""54.608+""","=""a""","=""""",,"=""0.0000000""","=""22.7044""","=""5p6""","=""1S""","=""0""","=""5s.5p6.(2S*<1/2>).8p""","=""*""","=""1""",1,3,,"=""""","=""L1526""",
"=""55.076""","=""0.002""","=""55.076+""","=""a""","=""""",,"=""0.0000000""","=""22.5114""","=""5p6""","=""1S""","=""0""","=""5p4.(3P).6s.(4P<5/2>).7p""","=""*""","=""1""",1,3,,"=""""","=""L1526""",
"=""55.783""","=""0.002""","=""55.783+""","=""a""","=""""",,"=""0.0000000""","=""22.2262""","=""5p6""","=""1S""","=""0""","=""5s.5p6.(2S*<1/2>).7p""","=""*""","=""1""",1,3,,"=""""","=""L1526""",
"=""59.177""","=""0.003""","=""59.177+""","=""a""","=""""",,"=""0.0000000""","=""20.9515""","=""5p6""","=""1S""","=""0""","=""5s.5p6.(2S*<1/2>).6p""","=""*""","=""1""",1,3,,"=""""","=""L1526""",
"=""92.5743""","=""0.0002""","=""92.5743+""","=""a""","=""""",,"=""0.0000000""","=""13.39293""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).20d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""92.6114""","=""0.0002""","=""92.6114+""","=""a""","=""""",,"=""0.0000000""","=""13.38758""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).19d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""92.6428""","=""0.0002""","=""92.6428+""","=""a""","=""""",,"=""0.0000000""","=""13.38304""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).20s""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""92.6556""","=""0.0002""","=""92.6556+""","=""a""","=""""",,"=""0.0000000""","=""13.38118""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).18d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""92.6936""","=""0.0002""","=""92.6936+""","=""a""","=""""",,"=""0.0000000""","=""13.37570""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).19s""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""92.7558""","=""0.0002""","=""92.7558+""","=""a""","=""""",,"=""0.0000000""","=""13.36674""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).18s""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""92.7750""","=""0.0002""","=""92.7751+""","=""a""","=""""",,"=""0.0000000""","=""13.36396""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).16d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""92.8331""","=""0.0002""","=""92.8331+""","=""a""","=""""",,"=""0.0000000""","=""13.35560""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).17s""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""92.8571""","=""0.0002""","=""92.8571+""","=""a""","=""""",,"=""0.0000000""","=""13.35216""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).15d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""92.9306""","=""0.0002""","=""92.9306+""","=""a""","=""""",,"=""0.0000000""","=""13.34159""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).16s""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""92.9614""","=""0.0002""","=""92.9614+""","=""a""","=""""",,"=""0.0000000""","=""13.33717""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).14d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""93.0564""","=""0.0002""","=""93.0564+""","=""a""","=""""",,"=""0.0000000""","=""13.32355""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).15s""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""93.097""","=""0.001""","=""93.097+""","=""a""","=""""",,"=""0.0000000""","=""13.3178""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).13d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""93.2223""","=""0.0002""","=""93.2223+""","=""a""","=""""",,"=""0.0000000""","=""13.29985""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).14s""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""93.276""","=""0.001""","=""93.276+""","=""a""","=""""",,"=""0.0000000""","=""13.2922""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).12d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""93.4477""","=""0.0002""","=""93.4477+""","=""a""","=""""",,"=""0.0000000""","=""13.26776""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).13s""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""93.520""","=""0.001""","=""93.520+""","=""a""","=""""",,"=""0.0000000""","=""13.2575""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).11d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""93.7650""","=""0.0002""","=""93.7650+""","=""a""","=""""",,"=""0.0000000""","=""13.22287""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).12s""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""93.872""","=""0.001""","=""93.872+""","=""a""","=""""",,"=""0.0000000""","=""13.2078""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).10d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""94.2322""","=""0.0002""","=""94.2322+""","=""a""","=""""",,"=""0.0000000""","=""13.15730""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).11s""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""94.392""","=""0.001""","=""94.392+""","=""a""","=""""",,"=""0.0000000""","=""13.1350""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).9d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""94.9634""","=""0.0002""","=""94.9634+""","=""a""","=""""",,"=""0.0000000""","=""13.05599""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).10s""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""95.226""","=""0.001""","=""95.226+""","=""a""","=""""",,"=""0.0000000""","=""13.0200""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).8d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""96.196""","=""0.015""","=""96.196+""","=""a""","=""""",,"=""0.0000000""","=""12.8887""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).9s""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L4034""",
"=""96.69""","=""0.015""","=""96.694+""","=""a""","=""""",,"=""0.0000000""","=""12.8223""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).7d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L4034""",
"=""98.594""","=""0.015""","=""98.594+""","=""a""","=""""",,"=""0.0000000""","=""12.5752""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).8s""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L4034""",
"=""99.58""","=""0.015""","=""99.584+""","=""a""","=""""",,"=""0.0000000""","=""12.4502""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).6d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L4034""",
"=""102.5777""","=""0.0002""","=""102.577622+""","=""a""","=""""",,"=""0.0000000""","=""12.0868662""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).20d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""102.5906""","=""0.0002""","=""102.590586+""","=""a""","=""""",,"=""0.0000000""","=""12.0853388""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).20d""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""102.6223""","=""0.0002""","=""102.622313+""","=""a""","=""""",,"=""0.0000000""","=""12.0816024""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).19d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""102.6378""","=""0.0002""","=""102.637810+""","=""a""","=""""",,"=""0.0000000""","=""12.0797782""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).19d""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""102.6637""","=""0.0002""","=""102.663548+""","=""a""","=""""",,"=""0.0000000""","=""12.0767498""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).20s""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""102.6758""","=""0.0002""","=""102.675786+""","=""a""","=""""",,"=""0.0000000""","=""12.0753103""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).18d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""102.6946""","=""0.0002""","=""102.694525+""","=""a""","=""""",,"=""0.0000000""","=""12.0731070""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).18d""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""102.7260""","=""0.0002""","=""102.725772+""","=""a""","=""""",,"=""0.0000000""","=""12.0694346""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).19s""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""102.7405""","=""0.0002""","=""102.740502+""","=""a""","=""""",,"=""0.0000000""","=""12.0677041""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).17d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""102.7635""","=""0.0002""","=""102.7635+""","=""a""","=""""",,"=""0.0000000""","=""12.06500""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).17d""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""102.8020""","=""0.0002""","=""102.801921+""","=""a""","=""""",,"=""0.0000000""","=""12.0604943""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).18s""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""102.8198""","=""0.0002""","=""102.819847+""","=""a""","=""""",,"=""0.0000000""","=""12.0583917""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).16d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""102.8484""","=""0.0002""","=""102.8484+""","=""a""","=""""",,"=""0.0000000""","=""12.05505""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).16d""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""102.8966""","=""0.0002""","=""102.896410+""","=""a""","=""""",,"=""0.0000000""","=""12.0494192""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).17s""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""102.9186""","=""0.0002""","=""102.918586+""","=""a""","=""""",,"=""0.0000000""","=""12.0468230""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).15d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""102.9546""","=""0.0002""","=""102.954696+""","=""a""","=""""",,"=""0.0000000""","=""12.0425977""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).15d""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""103.0159""","=""0.0002""","=""103.015761+""","=""a""","=""""",,"=""0.0000000""","=""12.0354592""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).16s""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""103.0435""","=""0.0002""","=""103.0435+""","=""a""","=""""",,"=""0.0000000""","=""12.03222""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).14d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""103.0902""","=""0.0002""","=""103.090179+""","=""a""","=""""",,"=""0.0000000""","=""12.0267711""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).14d""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""103.1696""","=""0.0002""","=""103.169509+""","=""a""","=""""",,"=""0.0000000""","=""12.0175234""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).15s""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""103.2050""","=""0.0002""","=""103.2050+""","=""a""","=""""",,"=""0.0000000""","=""12.01339""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).13d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""103.2666""","=""0.0002""","=""103.266609+""","=""a""","=""""",,"=""0.0000000""","=""12.0062235""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).13d""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""103.3724""","=""0.0002""","=""103.372304+""","=""a""","=""""",,"=""0.0000000""","=""11.9939474""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).14s""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""103.4184""","=""0.0002""","=""103.41862+""","=""a""","=""""",,"=""0.0000000""","=""11.988576""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).12d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""103.5022""","=""0.0002""","=""103.502209+""","=""a""","=""""",,"=""0.0000000""","=""11.9788939""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).12d""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""103.6476""","=""0.0002""","=""103.64776+""","=""a""","=""""",,"=""0.0000000""","=""11.962072""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).13s""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""103.7087""","=""0.0002""","=""103.70887+""","=""a""","=""""",,"=""0.0000000""","=""11.955024""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).11d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""103.8259""","=""0.0002""","=""103.82582+""","=""a""","=""""",,"=""0.0000000""","=""11.941558""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).11d""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""104.0336""","=""0.0002""","=""104.03362+""","=""a""","=""""",,"=""0.0000000""","=""11.917705""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).12s""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""104.1170""","=""0.0002""","=""104.11703+""","=""a""","=""7.9e+07""",C+,"=""0.0000000""","=""11.908158""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).10d""","=""2[3/2]*""","=""1""",1,3,,"=""T3180""","=""L6449""",
"=""104.2613""","=""0.0002""","=""104.261284+""","=""a""","=""""",,"=""0.0000000""","=""11.8916815""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).10d""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6449""",
"=""104.383497""","=""0.000003""","=""104.383497+""","=""a""","=""5.9e+07""",C,"=""0.0000000""","=""11.8777586""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""1""",1,3,,"=""T3180""","=""L9794""",
"=""104.6123""","=""0.0002""","=""104.61239+""","=""a""","=""""",,"=""0.0000000""","=""11.851770""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6449""",
