obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""155.2538""","=""0.0005""","=""155.2537""","=""5""","=""""",,"=""17.7325096""","=""25.718417""","=""4p5.4d""","=""3P*""","=""0""","=""4p5.(2P*<3/2>).6f""","=""2[3/2]""","=""1""",1,3,,"=""""","=""L2590""",
"=""155.6984""","=""0.0005""","=""155.69838""","=""4""","=""""",,"=""17.7870182""","=""25.750119""","=""4p5.4d""","=""3P*""","=""1""","=""4p5.(2P*<3/2>).6f""","=""2[5/2]""","=""2""",3,5,,"=""""","=""L2590""",
"=""155.7661""","=""0.0005""","=""155.7662""","=""2""","=""""",,"=""18.2049213""","=""26.164555""","=""4p5.4d""","=""3F*""","=""3""","=""4p5.(2P*<3/2>).7f""","=""2[7/2]""","=""3""",7,7,,"=""""","=""L2590""",
"=""155.9475""","=""0.0005""","=""155.94696""","=""30""","=""""",,"=""18.2049213""","=""26.155330""","=""4p5.4d""","=""3F*""","=""3""","=""4p5.(2P*<3/2>).7f""","=""2[9/2]""","=""4""",7,9,,"=""""","=""L2590""",
"=""156.0771""","=""0.0005""","=""156.07711""","=""20""","=""""",,"=""17.7870182""","=""25.730797""","=""4p5.4d""","=""3P*""","=""1""","=""4p5.(2P*<3/2>).6f""","=""2[3/2]""","=""2""",3,5,,"=""""","=""L2590""",
"=""156.3207""","=""0.0005""","=""156.3207""","=""10""","=""""",,"=""17.7870182""","=""25.718417""","=""4p5.4d""","=""3P*""","=""1""","=""4p5.(2P*<3/2>).6f""","=""2[3/2]""","=""1""",3,3,,"=""""","=""L2590""",
"=""156.9050""","=""0.0005""","=""156.90496""","=""2""","=""""",,"=""17.8482533""","=""25.750119""","=""4p5.4d""","=""3P*""","=""2""","=""4p5.(2P*<3/2>).6f""","=""2[5/2]""","=""2""",5,5,,"=""""","=""L2590""",
"=""156.9502""","=""0.0005""","=""156.95015""","=""75""","=""""",,"=""17.8482533""","=""25.7478444""","=""4p5.4d""","=""3P*""","=""2""","=""4p5.(2P*<3/2>).6f""","=""2[5/2]""","=""3""",5,7,,"=""""","=""L2590""",
"=""157.2897""","=""0.0005""","=""157.28959""","=""25""","=""""",,"=""17.8482533""","=""25.730797""","=""4p5.4d""","=""3P*""","=""2""","=""4p5.(2P*<3/2>).6f""","=""2[3/2]""","=""2""",5,5,,"=""""","=""L2590""",
"=""158.2672""","=""0.0005""","=""158.26727""","=""75""","=""""",,"=""17.2083100""","=""25.0421595""","=""4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""0""","=""4p5.(2P*<3/2>).5f""","=""2[3/2]""","=""1""",1,3,,"=""""","=""L2590""",
"=""159.3711""","=""0.001""","=""159.3711""","=""1""","=""""",,"=""18.830352""","=""26.60994""","=""4p5.4d""","=""3D*""","=""3""","=""4p5.(2P*<3/2>).9f""","=""2[7/2]""","=""4""",7,9,,"=""""","=""L2590""",
"=""159.4973""","=""0.0005""","=""159.49704""","=""25""","=""""",,"=""18.2049213""","=""25.978369""","=""4p5.4d""","=""3F*""","=""3""","=""4p5.(2P*<1/2>).5f""","=""2[7/2]""","=""4""",7,9,,"=""""","=""L2590""",
"=""160.0936""","=""0.0005""","=""160.09326""","=""25""","=""""",,"=""18.0119430""","=""25.7564414""","=""4p5.4d""","=""3F*""","=""4""","=""4p5.(2P*<3/2>).6f""","=""2[7/2]""","=""4""",9,9,,"=""""","=""L2590""",
"=""160.3895""","=""0.001""","=""160.38927""","=""1""","=""""",,"=""18.0119430""","=""25.7421485""","=""4p5.4d""","=""3F*""","=""4""","=""4p5.(2P*<3/2>).6f""","=""2[9/2]""","=""4""",9,9,,"=""""","=""L2590""",
"=""160.3988""","=""0.0005""","=""160.3987""","=""20""","=""""",,"=""18.4348031""","=""26.164555""","=""4p5.4d""","=""3F*""","=""2""","=""4p5.(2P*<3/2>).7f""","=""2[7/2]""","=""3""",5,7,,"=""""","=""L2590""",
"=""160.4121""","=""0.0005""","=""160.41206""","=""1000""","=""""",,"=""18.0119430""","=""25.741050""","=""4p5.4d""","=""3F*""","=""4""","=""4p5.(2P*<3/2>).6f""","=""2[9/2]""","=""5""",9,11,,"=""""","=""L2590""",
"=""160.4325""","=""0.001""","=""160.4323""","=""1""","=""""",,"=""18.4348031""","=""26.162934""","=""4p5.4d""","=""3F*""","=""2""","=""4p5.(2P*<3/2>).7f""","=""2[5/2]""","=""2""",5,5,,"=""""","=""L2590""",
"=""161.7724""","=""0.001""","=""161.77240""","=""1""","=""""",,"=""16.5322523""","=""24.1963656""","=""4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4p5.(2P*<1/2>).6p""","=""2[1/2]""","=""1""",5,3,,"=""""","=""L2590""",
"=""162.2424""","=""0.0005""","=""162.24244""","=""5""","=""""",,"=""17.4334240""","=""25.0753329""","=""4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4p5.(2P*<3/2>).5f""","=""2[5/2]""","=""2""",3,5,,"=""""","=""L2590""",
"=""162.8230""","=""0.0005""","=""162.82307""","=""100""","=""""",,"=""17.4334240""","=""25.0480819""","=""4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4p5.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",3,5,,"=""""","=""L2590""",
"=""162.9498""","=""0.0005""","=""162.94981""","=""50""","=""""",,"=""17.4334240""","=""25.0421595""","=""4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4p5.(2P*<3/2>).5f""","=""2[3/2]""","=""1""",3,3,,"=""""","=""L2590""",
"=""163.1653""","=""0.0005""","=""163.1652""","=""10""","=""""",,"=""18.830352""","=""26.429041""","=""4p5.4d""","=""3D*""","=""3""","=""4p5.(2P*<3/2>).8f""","=""2[7/2]""","=""4""",7,9,,"=""""","=""L2590""",
"=""164.1846""","=""0.0005""","=""164.18443""","=""15""","=""""",,"=""18.2049213""","=""25.7564414""","=""4p5.4d""","=""3F*""","=""3""","=""4p5.(2P*<3/2>).6f""","=""2[7/2]""","=""4""",7,9,,"=""""","=""L2590""",
"=""164.1941""","=""0.0005""","=""164.19397""","=""20""","=""""",,"=""18.2049213""","=""25.7560025""","=""4p5.4d""","=""3F*""","=""3""","=""4p5.(2P*<3/2>).6f""","=""2[7/2]""","=""3""",7,7,,"=""""","=""L2590""",
"=""164.3722""","=""0.001""","=""164.37155""","=""2*p""","=""""",,"=""18.2049213""","=""25.7478444""","=""4p5.4d""","=""3F*""","=""3""","=""4p5.(2P*<3/2>).6f""","=""2[5/2]""","=""3""",7,7,,"=""""","=""L2590""",
"=""164.3768""","=""0.0005""","=""164.37656""","=""40""","=""""",,"=""18.4348031""","=""25.9774966""","=""4p5.4d""","=""3F*""","=""2""","=""4p5.(2P*<1/2>).5f""","=""2[7/2]""","=""3""",5,7,,"=""""","=""L2590""",
"=""164.4959""","=""0.0005""","=""164.49577""","=""200""","=""""",,"=""18.2049213""","=""25.7421485""","=""4p5.4d""","=""3F*""","=""3""","=""4p5.(2P*<3/2>).6f""","=""2[9/2]""","=""4""",7,9,,"=""""","=""L2590""",
"=""166.7542""","=""0.0005""","=""166.75380""","=""10""","=""""",,"=""19.225427""","=""26.660592""","=""4p5.4d""","=""1D*""","=""2""","=""4p5.(2P*<1/2>).6f""","=""2[7/2]""","=""3""",5,7,,"=""""","=""L2590""",
"=""166.7595""","=""0.0005""","=""166.7594""","=""2""","=""""",,"=""19.225427""","=""26.660343""","=""4p5.4d""","=""1D*""","=""2""","=""4p5.(2P*<1/2>).6f""","=""2[5/2]""","=""3""",5,7,,"=""""","=""L2590""",
"=""167.3565""","=""0.0005""","=""167.3564""","=""2""","=""""",,"=""19.2558396""","=""26.664233""","=""4p5.4d""","=""3D*""","=""1""","=""4p5.(2P*<1/2>).6f""","=""2[5/2]""","=""2""",3,5,,"=""""","=""L2590""",
"=""169.0429""","=""0.0005""","=""169.0429""","=""50""","=""""",,"=""18.830352""","=""26.164834""","=""4p5.4d""","=""3D*""","=""3""","=""4p5.(2P*<3/2>).7f""","=""2[7/2]""","=""4""",7,9,,"=""""","=""L2590""",
"=""169.1496""","=""0.0005""","=""169.1497""","=""3""","=""""",,"=""18.830352""","=""26.160201""","=""4p5.4d""","=""3D*""","=""3""","=""4p5.(2P*<3/2>).7f""","=""2[5/2]""","=""3""",7,7,,"=""""","=""L2590""",
"=""169.2626""","=""0.0005""","=""169.26222""","=""5""","=""""",,"=""18.830352""","=""26.155330""","=""4p5.4d""","=""3D*""","=""3""","=""4p5.(2P*<3/2>).7f""","=""2[9/2]""","=""4""",7,9,,"=""""","=""L2590""",
"=""169.3495""","=""0.0005""","=""169.34957""","=""150""","=""""",,"=""18.4348031""","=""25.7560025""","=""4p5.4d""","=""3F*""","=""2""","=""4p5.(2P*<3/2>).6f""","=""2[7/2]""","=""3""",5,7,,"=""""","=""L2590""",
"=""169.4856""","=""0.0005""","=""169.48576""","=""7""","=""""",,"=""18.4348031""","=""25.750119""","=""4p5.4d""","=""3F*""","=""2""","=""4p5.(2P*<3/2>).6f""","=""2[5/2]""","=""2""",5,5,,"=""""","=""L2590""",
"=""169.6171""","=""0.0005""","=""169.61715""","=""50""","=""""",,"=""17.7325096""","=""25.0421595""","=""4p5.4d""","=""3P*""","=""0""","=""4p5.(2P*<3/2>).5f""","=""2[3/2]""","=""1""",1,3,,"=""""","=""L2590""",
"=""169.9061""","=""0.0005""","=""169.90625""","=""20""","=""""",,"=""17.4334240""","=""24.7306362""","=""4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4p5.(2P*<1/2>).4f""","=""2[5/2]""","=""2""",3,5,,"=""""","=""L2590""",
"=""170.1135""","=""0.0005""","=""170.11367""","=""4""","=""""",,"=""17.7870182""","=""25.0753329""","=""4p5.4d""","=""3P*""","=""1""","=""4p5.(2P*<3/2>).5f""","=""2[5/2]""","=""2""",3,5,,"=""""","=""L2590""",
"=""170.1561""","=""0.0005""","=""170.15610""","=""100""","=""""",,"=""16.5322523""","=""23.8187497""","=""4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4p5.(2P*<3/2>).4f""","=""2[5/2]""","=""3""",5,7,,"=""""","=""L2590""",
"=""170.7518""","=""0.0005""","=""170.75212""","=""200""","=""""",,"=""17.7870182""","=""25.0480819""","=""4p5.4d""","=""3P*""","=""1""","=""4p5.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",3,5,,"=""""","=""L2590""",
"=""170.8913""","=""0.0005""","=""170.89150""","=""60""","=""""",,"=""17.7870182""","=""25.0421595""","=""4p5.4d""","=""3P*""","=""1""","=""4p5.(2P*<3/2>).5f""","=""2[3/2]""","=""1""",3,3,,"=""""","=""L2590""",
"=""171.0264""","=""0.0005""","=""171.02621""","=""3""","=""""",,"=""19.4111657""","=""26.660592""","=""4p5.4d""","=""3D*""","=""2""","=""4p5.(2P*<1/2>).6f""","=""2[7/2]""","=""3""",5,7,,"=""""","=""L2590""",
"=""171.0320""","=""0.0005""","=""171.0321""","=""10""","=""""",,"=""19.4111657""","=""26.660343""","=""4p5.4d""","=""3D*""","=""2""","=""4p5.(2P*<1/2>).6f""","=""2[5/2]""","=""3""",5,7,,"=""""","=""L2590""",
"=""171.1174""","=""0.0005""","=""171.11747""","=""15""","=""""",,"=""16.5322523""","=""23.7778127""","=""4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",5,5,,"=""""","=""L2590""",
"=""171.5551""","=""0.0005""","=""171.55505""","=""2""","=""""",,"=""17.8482533""","=""25.0753329""","=""4p5.4d""","=""3P*""","=""2""","=""4p5.(2P*<3/2>).5f""","=""2[5/2]""","=""2""",5,5,,"=""""","=""L2590""",
"=""171.6851""","=""0.0005""","=""171.68528""","=""600""","=""""",,"=""17.8482533""","=""25.0698507""","=""4p5.4d""","=""3P*""","=""2""","=""4p5.(2P*<3/2>).5f""","=""2[5/2]""","=""3""",5,7,,"=""""","=""L2590""",
"=""172.2045""","=""0.0005""","=""172.20437""","=""100""","=""""",,"=""17.8482533""","=""25.0480819""","=""4p5.4d""","=""3P*""","=""2""","=""4p5.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",5,5,,"=""""","=""L2590""",
"=""172.3462""","=""0.0005""","=""172.34614""","=""5""","=""""",,"=""17.8482533""","=""25.0421595""","=""4p5.4d""","=""3P*""","=""2""","=""4p5.(2P*<3/2>).5f""","=""2[3/2]""","=""1""",5,3,,"=""""","=""L2590""",
"=""172.7112""","=""0.0005""","=""172.71139""","=""35""","=""""",,"=""19.482490""","=""26.661183""","=""4p5.4d""","=""1F*""","=""3""","=""4p5.(2P*<1/2>).6f""","=""2[7/2]""","=""4""",7,9,,"=""""","=""L2590""",
"=""172.8724""","=""0.001""","=""172.8724""","=""1""","=""""",,"=""19.2558396""","=""26.42785""","=""4p5.4d""","=""3D*""","=""1""","=""4p5.(2P*<3/2>).8f""","=""2[5/2]""","=""2""",3,5,,"=""""","=""L2590""",
"=""174.5061""","=""0.001""","=""174.50631""","=""1""","=""""",,"=""16.7217180""","=""23.8265727""","=""4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4p5.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",3,5,,"=""""","=""L2590""",
"=""175.3626""","=""0.0005""","=""175.36252""","=""65""","=""""",,"=""18.0119430""","=""25.0821084""","=""4p5.4d""","=""3F*""","=""4""","=""4p5.(2P*<3/2>).5f""","=""2[7/2]""","=""4""",9,9,,"=""""","=""L2590""",
"=""175.6677""","=""0.001""","=""175.66707""","=""1""","=""""",,"=""18.0119430""","=""25.0698507""","=""4p5.4d""","=""3F*""","=""4""","=""4p5.(2P*<3/2>).5f""","=""2[5/2]""","=""3""",9,7,,"=""""","=""L2590""",
"=""175.7126""","=""0.0005""","=""175.71221""","=""40""","=""""",,"=""16.7217180""","=""23.7778127""","=""4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",3,5,,"=""""","=""L2590""",
"=""175.8989""","=""0.0005""","=""175.89841""","=""15""","=""""",,"=""16.7217180""","=""23.7703433""","=""4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",3,3,,"=""""","=""L2590""",
"=""176.0103""","=""0.0005""","=""176.00981""","=""15""","=""""",,"=""18.0119430""","=""25.0561070""","=""4p5.4d""","=""3F*""","=""4""","=""4p5.(2P*<3/2>).5f""","=""2[9/2]""","=""4""",9,9,,"=""""","=""L2590""",
"=""176.0497""","=""0.0005""","=""176.04976""","=""5000""","=""""",,"=""18.0119430""","=""25.054509""","=""4p5.4d""","=""3F*""","=""4""","=""4p5.(2P*<3/2>).5f""","=""2[9/2]""","=""5""",9,11,,"=""""","=""L2590""",
"=""178.5586""","=""0.0005""","=""178.55850""","=""15""","=""""",,"=""17.7870182""","=""24.7306362""","=""4p5.4d""","=""3P*""","=""1""","=""4p5.(2P*<1/2>).4f""","=""2[5/2]""","=""2""",3,5,,"=""""","=""L2590""",
"=""178.6740""","=""0.0005""","=""178.6740""","=""3""","=""""",,"=""19.225427""","=""26.164555""","=""4p5.4d""","=""1D*""","=""2""","=""4p5.(2P*<3/2>).7f""","=""2[7/2]""","=""3""",5,7,,"=""""","=""L2590""",
"=""179.0104""","=""0.0005""","=""179.01039""","=""100""","=""""",,"=""18.830352""","=""25.7564414""","=""4p5.4d""","=""3D*""","=""3""","=""4p5.(2P*<3/2>).6f""","=""2[7/2]""","=""4""",7,9,,"=""""","=""L2590""",
"=""179.2328""","=""0.0005""","=""179.23286""","=""30""","=""""",,"=""18.830352""","=""25.7478444""","=""4p5.4d""","=""3D*""","=""3""","=""4p5.(2P*<3/2>).6f""","=""2[5/2]""","=""3""",7,7,,"=""""","=""L2590""",
"=""179.3805""","=""0.0005""","=""179.38056""","=""40""","=""""",,"=""18.830352""","=""25.7421485""","=""4p5.4d""","=""3D*""","=""3""","=""4p5.(2P*<3/2>).6f""","=""2[9/2]""","=""4""",7,9,,"=""""","=""L2590""",
"=""179.4995""","=""0.0005""","=""179.4995""","=""2""","=""""",,"=""19.4329127""","=""26.340131""","=""4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4p5.(2P*<3/2>).9d""","=""2[7/2]*""","=""3""",5,7,,"=""""","=""L2590""",
"=""179.5027""","=""0.0005""","=""179.5027""","=""7""","=""""",,"=""19.2558396""","=""26.162934""","=""4p5.4d""","=""3D*""","=""1""","=""4p5.(2P*<3/2>).7f""","=""2[5/2]""","=""2""",3,5,,"=""""","=""L2590""",
"=""179.7023""","=""0.0005""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2590""",
"=""179.9628""","=""0.0005""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2590""",
"=""180.1140""","=""0.0005""","=""180.1140""","=""4""","=""""",,"=""19.4525611""","=""26.336213""","=""4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4p5.(2P*<3/2>).9d""","=""2[7/2]*""","=""4""",7,9,,"=""""","=""L2590""",
"=""180.1472""","=""0.0005""","=""180.14720""","=""10""","=""""",,"=""17.8482533""","=""24.7306362""","=""4p5.4d""","=""3P*""","=""2""","=""4p5.(2P*<1/2>).4f""","=""2[5/2]""","=""2""",5,5,,"=""""","=""L2590""",
"=""180.2833""","=""0.0005""","=""180.28330""","=""65""","=""""",,"=""18.2049213""","=""25.0821084""","=""4p5.4d""","=""3F*""","=""3""","=""4p5.(2P*<3/2>).5f""","=""2[7/2]""","=""4""",7,9,,"=""""","=""L2590""",
"=""180.2976""","=""0.0005""","=""180.29767""","=""75""","=""""",,"=""18.2049213""","=""25.0815602""","=""4p5.4d""","=""3F*""","=""3""","=""4p5.(2P*<3/2>).5f""","=""2[7/2]""","=""3""",7,7,,"=""""","=""L2590""",
"=""180.3240""","=""0.001""","=""180.32396""","=""1""","=""""",,"=""17.8482533""","=""24.7238899""","=""4p5.4d""","=""3P*""","=""2""","=""4p5.(2P*<1/2>).4f""","=""2[7/2]""","=""3""",5,7,,"=""""","=""L2590""",
"=""180.3468""","=""0.0005""","=""180.34705""","=""200""","=""""",,"=""17.8482533""","=""24.7230096""","=""4p5.4d""","=""3P*""","=""2""","=""4p5.(2P*<1/2>).4f""","=""2[5/2]""","=""3""",5,7,,"=""""","=""L2590""",
"=""180.6052""","=""0.0005""","=""180.60521""","=""25""","=""""",,"=""18.2049213""","=""25.0698507""","=""4p5.4d""","=""3F*""","=""3""","=""4p5.(2P*<3/2>).5f""","=""2[5/2]""","=""3""",7,7,,"=""""","=""L2590""",
"=""180.9676""","=""0.0005""","=""180.96751""","=""500""","=""""",,"=""18.2049213""","=""25.0561070""","=""4p5.4d""","=""3F*""","=""3""","=""4p5.(2P*<3/2>).5f""","=""2[9/2]""","=""4""",7,9,,"=""""","=""L2590""",
"=""182.0129""","=""0.0005""","=""182.01251""","=""4""","=""""",,"=""16.5322523""","=""23.3441025""","=""4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""",5,5,,"=""""","=""L2590""",
